CID,CO_MACSAUD,UF,CO_MUNICIP_R,NOME DO MUNICÍPIO,pop,MortPor100k,mortes_p_covid,A419,A419,J189,J189,J969,J969,J449,J449,J81X,J81X,tot2019,tot2020,dif20_19,%dif20_19,dif20_19_por100khab,tot2019_por100k,%dif20_19_por_mortes_covid
3093,3114,MG,317057,Vargem Alegre,6470,139.1035548686244,9.0,10.0,13.0,5.0,3.0,1.0,2.0,1.0,0.0,0.0,2.0,17.0,20.0,3.0,17.647058823529417,46.36785162287481,262.7511591962906,33.33333333333333
3094,3114,MG,317115,Vermelho Novo,4846,82.54230293025176,4.0,5.0,10.0,3.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,11.0,16.0,5.0,45.45454545454546,103.17787866281469,226.9913330581923,125.0
3095,3205,ES,320020,Alegre,29975,76.73060884070058,23.0,44.0,40.0,35.0,38.0,16.0,16.0,7.0,3.0,11.0,8.0,113.0,105.0,-8.0,-7.079646017699115,-26.688907422852374,376.9808173477898,-34.78260869565217
3096,3205,ES,320030,Alfredo Chaves,14636,95.65455042361302,14.0,25.0,20.0,14.0,9.0,5.0,3.0,2.0,6.0,3.0,5.0,49.0,43.0,-6.0,-12.244897959183676,-40.99480732440558,334.79092648264555,-42.857142857142854
3097,3205,ES,320040,Anchieta,29779,107.45827596628497,32.0,33.0,44.0,19.0,14.0,23.0,21.0,1.0,1.0,12.0,6.0,88.0,86.0,-2.0,-2.2727272727272707,-6.716142247892811,295.5102589072837,-6.25
3098,3205,ES,320050,Apiacá,7554,119.14217633042098,9.0,10.0,12.0,18.0,13.0,5.0,7.0,2.0,2.0,2.0,4.0,37.0,38.0,1.0,2.7027027027026973,13.238019592268996,489.80672491395285,11.11111111111111
3099,3205,ES,320070,Atílio Vivácqua,12105,74.34944237918215,9.0,23.0,11.0,13.0,6.0,4.0,3.0,1.0,0.0,2.0,1.0,43.0,21.0,-22.0,-51.162790697674424,-181.74308137133417,355.22511358942586,-244.44444444444446
3100,3205,ES,320110,Bom Jesus do Norte,9962,110.41959445894399,11.0,21.0,14.0,25.0,12.0,15.0,2.0,3.0,1.0,4.0,3.0,68.0,32.0,-36.0,-52.94117647058824,-361.37321822927123,682.5938566552901,-327.2727272727273
3101,3205,ES,320120,Cachoeiro de Itapemirim,210589,118.71465271215496,250.0,326.0,225.0,199.0,123.0,84.0,69.0,25.0,22.0,30.0,30.0,664.0,469.0,-195.0,-29.367469879518072,-92.59742911548086,315.30611760348353,-78.0
3102,3205,ES,320140,Castelo,37747,119.2147720348637,45.0,65.0,51.0,41.0,28.0,32.0,22.0,8.0,4.0,17.0,6.0,163.0,111.0,-52.0,-31.90184049079755,-137.75929212917583,431.82239648183963,-115.55555555555554
3103,3205,ES,320180,Divino de São Lourenço,4270,93.6768149882904,4.0,3.0,7.0,2.0,8.0,2.0,2.0,1.0,0.0,0.0,1.0,8.0,18.0,10.0,125.0,234.192037470726,187.3536299765808,250.0
3104,3205,ES,320200,Dores do Rio Preto,6771,59.075468911534486,4.0,10.0,10.0,9.0,10.0,5.0,3.0,2.0,2.0,2.0,2.0,28.0,27.0,-1.0,-3.57142857142857,-14.768867227883621,413.5282823807414,-25.0
3105,3205,ES,320230,Guaçuí,31122,109.24747766853031,34.0,66.0,40.0,63.0,39.0,21.0,25.0,4.0,3.0,10.0,10.0,164.0,117.0,-47.0,-28.65853658536586,-151.01857207120366,526.9584216952638,-138.23529411764704
3106,3205,ES,320255,Ibitirama,8859,56.43977875606727,5.0,16.0,9.0,15.0,15.0,4.0,1.0,3.0,4.0,0.0,5.0,38.0,34.0,-4.0,-10.526315789473683,-45.15182300485382,428.9423185461113,-80.0
3107,3205,ES,320260,Iconha,13973,57.253274171616695,8.0,18.0,24.0,14.0,11.0,3.0,4.0,2.0,2.0,2.0,2.0,39.0,43.0,4.0,10.256410256410264,28.626637085808348,279.10971158663136,50.0
3108,3205,ES,320265,Irupi,13526,125.68386810587018,17.0,12.0,19.0,13.0,15.0,3.0,4.0,5.0,6.0,1.0,3.0,34.0,47.0,13.0,38.23529411764706,96.11119325743013,251.36773621174035,76.47058823529412
3109,3205,ES,320280,Itapemirim,34656,170.24469067405354,59.0,89.0,68.0,72.0,32.0,23.0,9.0,6.0,3.0,6.0,8.0,196.0,120.0,-76.0,-38.775510204081634,-219.29824561403507,565.5586334256694,-128.81355932203388
3110,3205,ES,320300,Iúna,29290,112.66643905769888,33.0,32.0,24.0,34.0,15.0,14.0,9.0,3.0,13.0,9.0,4.0,92.0,65.0,-27.0,-29.34782608695652,-92.18163195629907,314.10037555479687,-81.81818181818183
3111,3205,ES,320310,Jerônimo Monteiro,12265,130.45250713412148,16.0,23.0,19.0,15.0,6.0,9.0,8.0,5.0,2.0,4.0,2.0,56.0,37.0,-19.0,-33.92857142857143,-154.91235222176925,456.5837749694252,-118.75
3112,3205,ES,320332,Marataízes,38883,185.17089730730655,72.0,91.0,63.0,56.0,50.0,14.0,21.0,7.0,8.0,2.0,7.0,170.0,149.0,-21.0,-12.352941176470589,-54.00817838129774,437.20906308669595,-29.166666666666668
3113,3205,ES,320340,Mimoso do Sul,26115,57.43825387708214,15.0,29.0,23.0,30.0,27.0,10.0,2.0,2.0,6.0,4.0,5.0,75.0,63.0,-12.0,-16.000000000000004,-45.95060310166571,287.1912693854107,-80.0
3114,3205,ES,320370,Muniz Freire,17319,69.28806513078122,12.0,25.0,13.0,14.0,5.0,12.0,7.0,4.0,4.0,9.0,3.0,64.0,32.0,-32.0,-50.0,-184.76817368208324,369.5363473641665,-266.66666666666663
3115,3205,ES,320380,Muqui,15526,70.84889862166688,11.0,25.0,14.0,25.0,6.0,3.0,2.0,5.0,0.0,1.0,5.0,59.0,27.0,-32.0,-54.23728813559322,-206.10588689939456,380.0077289707587,-290.90909090909093
3116,3205,ES,320420,Piúma,22053,181.3812179748787,40.0,30.0,29.0,20.0,12.0,6.0,4.0,2.0,3.0,5.0,3.0,63.0,51.0,-12.0,-19.047619047619047,-54.41436539246361,285.67541831043394,-30.0
3117,3205,ES,320430,Presidente Kennedy,11658,154.4004117344313,18.0,19.0,12.0,13.0,6.0,4.0,5.0,1.0,2.0,2.0,3.0,39.0,28.0,-11.0,-28.205128205128204,-94.35580717104135,334.5342254246011,-61.111111111111114
3118,3205,ES,320440,Rio Novo do Sul,11626,111.81833820746604,13.0,18.0,10.0,8.0,5.0,4.0,5.0,3.0,2.0,2.0,4.0,35.0,26.0,-9.0,-25.71428571428571,-77.41269568209187,301.04937209702393,-69.23076923076923
3119,3205,ES,320480,São José do Calçado,10546,161.1985586952399,17.0,25.0,16.0,31.0,17.0,17.0,14.0,6.0,0.0,8.0,1.0,87.0,48.0,-39.0,-44.827586206896555,-369.8084581831974,824.9573297932866,-229.41176470588235
3120,3205,ES,320503,Vargem Alta,21591,74.10495113704785,16.0,24.0,16.0,16.0,7.0,1.0,3.0,7.0,0.0,6.0,2.0,54.0,28.0,-26.0,-48.14814814814815,-120.42054559770274,250.10421008753647,-162.5
3121,3206,ES,320016,Água Doce do Norte,10909,119.16765973049776,13.0,19.0,23.0,18.0,16.0,8.0,9.0,5.0,4.0,3.0,1.0,53.0,53.0,0.0,0.0,0.0,485.8373819781832,0.0
3122,3206,ES,320090,Barra de São Francisco,44979,120.05602614553459,54.0,84.0,69.0,60.0,37.0,15.0,27.0,4.0,5.0,5.0,6.0,168.0,144.0,-24.0,-14.28571428571429,-53.35823384245981,373.5076368972187,-44.44444444444444
3123,3206,ES,320100,Boa Esperança,15092,119.26848661542539,18.0,20.0,12.0,12.0,7.0,12.0,11.0,6.0,2.0,9.0,2.0,59.0,34.0,-25.0,-42.3728813559322,-165.65067585475748,390.9355950172277,-138.88888888888889
3124,3206,ES,320160,Conceição da Barra,31273,83.13880983596073,26.0,25.0,34.0,19.0,14.0,9.0,12.0,11.0,3.0,7.0,4.0,71.0,67.0,-4.0,-5.633802816901412,-12.790586128609343,227.03290378281582,-15.384615384615385
3125,3206,ES,320210,Ecoporanga,22835,105.10181738559228,24.0,38.0,30.0,33.0,13.0,6.0,8.0,11.0,6.0,13.0,7.0,101.0,64.0,-37.0,-36.633663366336634,-162.0319684694548,442.3034814977009,-154.16666666666669
3126,3206,ES,320305,Jaguaré,31039,67.65681884081316,21.0,24.0,21.0,17.0,9.0,9.0,10.0,3.0,2.0,5.0,10.0,58.0,52.0,-6.0,-10.344827586206895,-19.330519668803763,186.8616901317697,-28.57142857142857
3127,3206,ES,320350,Montanha,18894,100.56102466391448,19.0,26.0,27.0,17.0,9.0,13.0,14.0,5.0,1.0,14.0,20.0,75.0,71.0,-4.0,-5.333333333333334,-21.170742034508308,396.9514131470308,-21.052631578947366
3128,3206,ES,320360,Mucurici,5496,36.3901018922853,2.0,10.0,7.0,4.0,6.0,6.0,3.0,3.0,0.0,2.0,4.0,25.0,20.0,-5.0,-19.999999999999996,-90.97525473071325,454.8762736535662,-250.0
3129,3206,ES,320390,Nova Venécia,50434,79.31157552444779,40.0,43.0,44.0,38.0,30.0,19.0,19.0,17.0,12.0,13.0,7.0,130.0,112.0,-18.0,-13.846153846153841,-35.69020898600151,257.7626204544553,-45.0
3130,3206,ES,320405,Pedro Canário,26381,90.97456502786096,24.0,27.0,17.0,16.0,10.0,14.0,12.0,2.0,4.0,10.0,11.0,69.0,54.0,-15.0,-21.739130434782606,-56.8591031424131,261.5518744551003,-62.5
3131,3206,ES,320410,Pinheiros,27327,91.48461228821311,25.0,25.0,23.0,17.0,11.0,14.0,8.0,9.0,3.0,12.0,4.0,77.0,49.0,-28.0,-36.36363636363637,-102.4627657627987,281.7726058476964,-112.00000000000001
3132,3206,ES,320425,Ponto Belo,7940,62.97229219143577,5.0,11.0,6.0,6.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,24.0,11.0,-13.0,-54.16666666666667,-163.72795969773298,302.2670025188917,-260.0
3133,3206,ES,320490,São Mateus,132642,84.43781004508375,112.0,133.0,115.0,82.0,61.0,86.0,78.0,24.0,10.0,31.0,25.0,356.0,289.0,-67.0,-18.82022471910112,-50.51190422339832,268.3916105004448,-59.82142857142857
3134,3206,ES,320515,Vila Pavão,9244,43.271311120726956,4.0,14.0,7.0,7.0,5.0,5.0,2.0,5.0,1.0,4.0,1.0,35.0,16.0,-19.0,-54.28571428571429,-205.53872782345306,378.6239723063609,-475.0
3135,3207,ES,320010,Afonso Cláudio,30455,95.22245936627812,29.0,37.0,43.0,26.0,21.0,4.0,8.0,11.0,4.0,19.0,27.0,97.0,103.0,6.0,6.185567010309279,19.701198489574782,318.5027089147923,20.689655172413794
3136,3207,ES,320115,Brejetuba,12427,16.09398889514766,2.0,12.0,9.0,4.0,6.0,2.0,7.0,0.0,0.0,5.0,4.0,23.0,26.0,3.0,13.043478260869556,24.140983342721494,185.08087229419812,150.0
3137,3207,ES,320130,Cariacica,383917,156.54425305469672,601.0,628.0,617.0,288.0,231.0,92.0,108.0,72.0,52.0,175.0,124.0,1255.0,1132.0,-123.0,-9.800796812749002,-32.03817491801613,326.8935733504898,-20.465890183028286
3138,3207,ES,320170,Conceição do Castelo,12806,62.47071685147587,8.0,18.0,21.0,9.0,10.0,2.0,3.0,1.0,3.0,5.0,3.0,35.0,40.0,5.0,14.28571428571428,39.04419803217242,273.30938622520694,62.5
3139,3207,ES,320190,Domingos Martins,33986,79.44447713764491,27.0,56.0,56.0,19.0,27.0,6.0,7.0,6.0,11.0,14.0,14.0,101.0,115.0,14.0,13.861386138613852,41.19343258988995,297.1811922556347,51.85185185185185
3140,3207,ES,320220,Fundão,21948,136.6867140513942,30.0,34.0,33.0,18.0,16.0,3.0,4.0,8.0,6.0,14.0,10.0,77.0,69.0,-8.0,-10.389610389610393,-36.449790413705124,350.8292327319118,-26.666666666666668
3141,3207,ES,320240,Guarapari,126701,114.44266422522317,145.0,209.0,170.0,113.0,79.0,37.0,39.0,15.0,15.0,37.0,23.0,411.0,326.0,-85.0,-20.68126520681265,-67.0870790285791,324.38575859701183,-58.620689655172406
3142,3207,ES,320245,Ibatiba,26426,113.5245591462953,30.0,24.0,42.0,13.0,13.0,10.0,10.0,3.0,1.0,7.0,5.0,57.0,71.0,14.0,24.56140350877194,52.97812760160448,215.6966623779611,46.666666666666664
3143,3207,ES,320270,Itaguaçu,14023,49.91799187049847,7.0,31.0,32.0,20.0,13.0,13.0,13.0,4.0,3.0,3.0,4.0,71.0,65.0,-6.0,-8.450704225352112,-42.786850174712974,506.31106040077015,-85.71428571428571
3144,3207,ES,320290,Itarana,10494,66.70478368591576,7.0,25.0,14.0,12.0,4.0,9.0,5.0,4.0,2.0,3.0,4.0,53.0,29.0,-24.0,-45.28301886792453,-228.70211549456832,505.0505050505051,-342.85714285714283
3145,3207,ES,320316,Laranja da Terra,10933,45.7331016189518,5.0,14.0,26.0,8.0,15.0,13.0,14.0,2.0,3.0,6.0,4.0,43.0,62.0,19.0,44.18604651162789,173.78578615201684,393.30467392298544,380.0
3146,3207,ES,320334,Marechal Floriano,16920,130.02364066193851,22.0,12.0,24.0,5.0,8.0,1.0,11.0,3.0,1.0,6.0,3.0,27.0,47.0,20.0,74.07407407407408,118.2033096926714,159.57446808510636,90.9090909090909
3147,3207,ES,320450,Santa Leopoldina,12197,90.18611133885382,11.0,20.0,17.0,16.0,7.0,2.0,2.0,1.0,1.0,3.0,3.0,42.0,30.0,-12.0,-28.57142857142857,-98.38484873329507,344.3469705665328,-109.09090909090908
3148,3207,ES,320455,Santa Maria de Jetibá,41015,51.20078020236498,21.0,55.0,48.0,34.0,18.0,13.0,13.0,13.0,5.0,8.0,15.0,123.0,99.0,-24.0,-19.512195121951216,-58.51517737413142,299.8902840424235,-114.28571428571428
3149,3207,ES,320460,Santa Teresa,23724,71.65739335693812,17.0,62.0,42.0,32.0,12.0,5.0,3.0,14.0,13.0,9.0,4.0,122.0,74.0,-48.0,-39.34426229508197,-202.32675771370765,514.2471758556736,-282.3529411764706
3150,3207,ES,320500,Serra,527240,123.28351414915407,650.0,703.0,643.0,290.0,227.0,89.0,108.0,81.0,46.0,183.0,109.0,1346.0,1133.0,-213.0,-15.824665676077265,-40.39905925195357,255.2917077611714,-32.76923076923077
3151,3207,ES,320506,Venda Nova do Imigrante,25745,66.03223926976112,17.0,24.0,35.0,10.0,20.0,6.0,8.0,3.0,6.0,5.0,4.0,48.0,73.0,25.0,52.08333333333333,97.10623422023694,186.44396970285493,147.05882352941177
3152,3207,ES,320510,Viana,79500,119.49685534591195,95.0,92.0,85.0,50.0,31.0,10.0,16.0,11.0,8.0,22.0,21.0,185.0,161.0,-24.0,-12.972972972972974,-30.18867924528302,232.70440251572325,-25.263157894736842
3153,3207,ES,320520,Vila Velha,501325,151.39879319802523,759.0,807.0,718.0,398.0,257.0,99.0,216.0,98.0,55.0,176.0,103.0,1578.0,1349.0,-229.0,-14.512040557667937,-45.678950780431855,314.7658704433252,-30.171277997364953
3154,3207,ES,320530,Vitória,365855,163.99939866887155,600.0,656.0,529.0,312.0,198.0,78.0,78.0,61.0,52.0,141.0,86.0,1248.0,943.0,-305.0,-24.439102564102566,-83.3663609900097,341.1187492312528,-50.83333333333333
3155,3208,ES,320013,Águia Branca,9631,114.21451562662237,11.0,16.0,14.0,16.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,36.0,24.0,-12.0,-33.333333333333336,-124.59765341086076,373.7929602325823,-109.09090909090908
3156,3208,ES,320035,Alto Rio Novo,7874,127.00025400050801,10.0,9.0,6.0,8.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,20.0,10.0,-10.0,-50.0,-127.00025400050801,254.00050800101602,-100.0
3157,3208,ES,320060,Aracruz,103101,86.32312004733222,89.0,163.0,101.0,132.0,72.0,29.0,23.0,26.0,10.0,22.0,18.0,372.0,224.0,-148.0,-39.784946236559136,-143.54855917983338,360.81124334390546,-166.2921348314607
3158,3208,ES,320080,Baixo Guandu,31132,96.36386997301813,30.0,65.0,66.0,31.0,25.0,16.0,11.0,7.0,5.0,7.0,5.0,126.0,112.0,-14.0,-11.111111111111116,-44.969805987408456,404.7282538866761,-46.666666666666664
3159,3208,ES,320150,Colatina,123400,136.14262560777956,168.0,173.0,136.0,85.0,58.0,40.0,39.0,35.0,23.0,22.0,15.0,355.0,271.0,-84.0,-23.661971830985916,-68.07131280388978,287.68233387358185,-50.0
3160,3208,ES,320225,Governador Lindenberg,12880,62.11180124223603,8.0,15.0,8.0,8.0,9.0,3.0,5.0,3.0,1.0,1.0,4.0,30.0,27.0,-3.0,-9.999999999999998,-23.29192546583851,232.91925465838509,-37.5
3161,3208,ES,320250,Ibiraçu,12591,142.9592566118656,18.0,18.0,11.0,10.0,8.0,2.0,2.0,7.0,2.0,5.0,3.0,42.0,26.0,-16.0,-38.095238095238095,-127.07489476610277,333.57159876101974,-88.88888888888889
3162,3208,ES,320313,João Neiva,16722,89.7021887334051,15.0,25.0,29.0,9.0,9.0,6.0,1.0,2.0,5.0,2.0,4.0,44.0,48.0,4.0,9.090909090909083,23.92058366224136,263.12642028465496,26.666666666666668
3163,3208,ES,320320,Linhares,176688,98.4786742732953,174.0,188.0,184.0,97.0,66.0,42.0,42.0,15.0,17.0,27.0,18.0,369.0,327.0,-42.0,-11.382113821138207,-23.770714479760933,208.84270578647107,-24.137931034482758
3164,3208,ES,320330,Mantenópolis,15503,116.10656002064117,18.0,25.0,15.0,15.0,9.0,5.0,2.0,7.0,4.0,2.0,0.0,54.0,30.0,-24.0,-44.44444444444444,-154.80874669418822,348.3196800619235,-133.33333333333331
3165,3208,ES,320335,Marilândia,12963,115.71395510298542,15.0,13.0,11.0,16.0,5.0,4.0,4.0,0.0,3.0,1.0,2.0,34.0,25.0,-9.0,-26.470588235294112,-69.42837306179125,262.28496490010025,-60.0
3166,3208,ES,320400,Pancas,23306,47.19814640006865,11.0,28.0,28.0,20.0,8.0,8.0,3.0,8.0,4.0,6.0,4.0,70.0,47.0,-23.0,-32.85714285714286,-98.68703338196173,300.3518407277096,-209.0909090909091
3167,3208,ES,320435,Rio Bananal,19271,67.45887603134244,13.0,19.0,23.0,8.0,14.0,2.0,9.0,1.0,2.0,3.0,3.0,33.0,51.0,18.0,54.54545454545454,93.40459758185875,171.2417622334077,138.46153846153845
3168,3208,ES,320465,São Domingos do Norte,8687,103.60308506964431,9.0,16.0,9.0,8.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,31.0,19.0,-12.0,-38.70967741935484,-138.13744675952574,356.85507079544146,-133.33333333333331
3169,3208,ES,320470,São Gabriel da Palha,38522,90.85717252479103,35.0,48.0,30.0,25.0,18.0,12.0,19.0,3.0,8.0,7.0,6.0,95.0,81.0,-14.0,-14.73684210526316,-36.34286900991641,246.6123254244328,-40.0
3170,3208,ES,320495,São Roque do Canaã,12510,79.93605115907275,10.0,17.0,19.0,9.0,7.0,6.0,3.0,4.0,4.0,2.0,0.0,38.0,33.0,-5.0,-13.157894736842103,-39.96802557953637,303.7569944044764,-50.0
3171,3208,ES,320501,Sooretama,30680,84.7457627118644,26.0,30.0,37.0,12.0,17.0,8.0,7.0,7.0,3.0,8.0,5.0,65.0,69.0,4.0,6.153846153846154,13.03780964797914,211.864406779661,15.384615384615385
3172,3208,ES,320517,Vila Valério,14073,78.16385987351667,11.0,14.0,13.0,9.0,5.0,2.0,1.0,3.0,2.0,3.0,1.0,31.0,22.0,-9.0,-29.032258064516125,-63.95224898742272,220.27996873445608,-81.81818181818183
3173,3310,RJ,330015,Aperibé,11901,92.42920762961096,11.0,12.0,12.0,12.0,6.0,6.0,10.0,3.0,2.0,4.0,4.0,37.0,34.0,-3.0,-8.108108108108103,-25.207965717166626,310.89824384505505,-27.27272727272727
3174,3310,RJ,330020,Araruama,134293,118.39783160700856,159.0,234.0,196.0,114.0,96.0,24.0,33.0,21.0,14.0,32.0,32.0,425.0,371.0,-54.0,-12.705882352941178,-40.210584319361395,316.4721914023814,-33.9622641509434
3175,3310,RJ,330023,Armação dos Búzios,34477,69.61162514139862,24.0,56.0,47.0,26.0,24.0,7.0,19.0,5.0,2.0,11.0,7.0,105.0,99.0,-6.0,-5.714285714285716,-17.402906285349655,304.55085999361893,-25.0
3176,3310,RJ,330025,Arraial do Cabo,30593,124.21142091328082,38.0,48.0,55.0,35.0,37.0,5.0,14.0,6.0,7.0,7.0,5.0,101.0,118.0,17.0,16.831683168316825,55.56826725067826,330.14088190108845,44.73684210526316
3177,3310,RJ,330060,Bom Jesus do Itabapoana,37203,112.89412144181921,42.0,132.0,102.0,108.0,84.0,26.0,27.0,10.0,8.0,5.0,7.0,281.0,228.0,-53.0,-18.861209964412808,-142.46162943848614,755.3154315512189,-126.19047619047619
3178,3310,RJ,330070,Cabo Frio,230378,110.25358324145535,254.0,267.0,293.0,181.0,164.0,55.0,65.0,30.0,27.0,47.0,47.0,580.0,596.0,16.0,2.758620689655178,6.945107605760967,251.76015070883506,6.299212598425196
3179,3310,RJ,330090,Cambuci,15514,58.01211808688926,9.0,50.0,25.0,29.0,26.0,9.0,17.0,2.0,2.0,5.0,5.0,95.0,75.0,-20.0,-21.052631578947366,-128.91581797086502,612.3501353616089,-222.22222222222223
3180,3310,RJ,330093,Carapebus,16586,90.43771855781985,15.0,23.0,17.0,12.0,12.0,5.0,2.0,0.0,1.0,6.0,3.0,46.0,35.0,-11.0,-23.913043478260864,-66.3209936090679,277.34233691064753,-73.33333333333333
3181,3310,RJ,330100,Campos dos Goytacazes,511168,132.24614999373983,676.0,1411.0,1171.0,929.0,787.0,221.0,200.0,60.0,58.0,73.0,104.0,2694.0,2320.0,-374.0,-13.882702301410543,-73.16576937523476,527.028295980969,-55.325443786982255
3182,3310,RJ,330115,Cardoso Moreira,12821,179.39318305904374,23.0,23.0,29.0,15.0,23.0,9.0,2.0,2.0,2.0,4.0,2.0,53.0,58.0,5.0,9.433962264150942,38.998518056313856,413.38429139692687,21.73913043478261
3183,3310,RJ,330130,Casimiro de Abreu,45041,99.90897182566994,45.0,47.0,37.0,31.0,21.0,12.0,9.0,13.0,4.0,12.0,9.0,115.0,80.0,-35.0,-30.434782608695656,-77.70697808663218,255.32292799893432,-77.77777777777779
3184,3310,RJ,330140,Conceição de Macabu,23398,85.47739123001966,20.0,42.0,30.0,19.0,14.0,8.0,8.0,2.0,0.0,10.0,5.0,81.0,57.0,-24.0,-29.629629629629626,-102.5728694760236,346.18343448157964,-120.0
3185,3310,RJ,330187,Iguaba Grande,28837,159.51728681901722,46.0,55.0,44.0,29.0,23.0,13.0,11.0,5.0,5.0,13.0,5.0,115.0,88.0,-27.0,-23.478260869565215,-93.6297118285536,398.7932170475431,-58.69565217391305
3186,3310,RJ,330205,Italva,15299,130.72749852931565,20.0,35.0,44.0,21.0,27.0,4.0,5.0,3.0,1.0,2.0,5.0,65.0,82.0,17.0,26.15384615384615,111.1183737499183,424.8643702202759,85.0
3187,3310,RJ,330210,Itaocara,23222,163.63792954956506,38.0,52.0,45.0,52.0,31.0,15.0,14.0,9.0,4.0,5.0,3.0,133.0,97.0,-36.0,-27.06766917293233,-155.02540694169323,572.7327534234777,-94.73684210526315
3188,3310,RJ,330220,Itaperuna,103800,137.76493256262043,143.0,328.0,225.0,170.0,132.0,47.0,38.0,14.0,14.0,14.0,10.0,573.0,419.0,-154.0,-26.876090750436298,-148.36223506743738,552.0231213872833,-107.6923076923077
3189,3310,RJ,330230,Laje do Muriaé,7326,204.75020475020474,15.0,24.0,19.0,11.0,10.0,6.0,4.0,1.0,2.0,3.0,2.0,45.0,37.0,-8.0,-17.777777777777782,-109.20010920010921,614.2506142506143,-53.333333333333336
3190,3310,RJ,330240,Macaé,261501,103.63249088913618,271.0,417.0,303.0,228.0,168.0,43.0,40.0,33.0,21.0,71.0,61.0,792.0,593.0,-199.0,-25.12626262626263,-76.09913537615535,302.8669106427891,-73.43173431734317
3191,3310,RJ,330300,Miracema,27154,106.79826176622228,29.0,60.0,49.0,34.0,30.0,13.0,14.0,7.0,3.0,8.0,7.0,122.0,103.0,-19.0,-15.573770491803273,-69.97127495028357,449.28923915445233,-65.51724137931035
3192,3310,RJ,330310,Natividade,15311,130.62504082032527,20.0,30.0,20.0,36.0,23.0,8.0,4.0,8.0,1.0,5.0,3.0,87.0,51.0,-36.0,-41.379310344827594,-235.12507347658544,568.2189275684149,-180.0
3193,3310,RJ,330410,Porciúncula,18960,205.69620253164558,39.0,39.0,30.0,23.0,19.0,12.0,4.0,6.0,2.0,4.0,4.0,84.0,59.0,-25.0,-29.761904761904766,-131.85654008438817,443.03797468354435,-64.1025641025641
3194,3310,RJ,330415,Quissamã,25126,179.09734935922947,45.0,52.0,35.0,32.0,18.0,8.0,6.0,3.0,3.0,6.0,2.0,101.0,64.0,-37.0,-36.633663366336634,-147.25782058425534,401.9740507840484,-82.22222222222221
3195,3310,RJ,330452,Rio das Ostras,155193,96.65384392337283,150.0,208.0,176.0,133.0,95.0,57.0,57.0,15.0,17.0,26.0,31.0,439.0,376.0,-63.0,-14.350797266514803,-40.59461444781659,282.8735832157378,-42.0
3196,3310,RJ,330470,Santo Antônio de Pádua,42594,110.34417993144574,47.0,86.0,85.0,65.0,49.0,47.0,27.0,8.0,5.0,9.0,6.0,215.0,172.0,-43.0,-19.999999999999996,-100.95318589472696,504.76592947363474,-91.48936170212765
3197,3310,RJ,330475,São Francisco de Itabapoana,42210,99.50248756218905,42.0,67.0,74.0,58.0,53.0,29.0,8.0,2.0,0.0,15.0,9.0,171.0,144.0,-27.0,-15.789473684210531,-63.965884861407254,405.11727078891255,-64.28571428571429
3198,3310,RJ,330480,São Fidélis,38710,201.49832084732626,78.0,109.0,95.0,62.0,50.0,17.0,20.0,5.0,7.0,10.0,2.0,203.0,174.0,-29.0,-14.28571428571429,-74.91604236631362,524.4122965641953,-37.17948717948718
3199,3310,RJ,330500,São João da Barra,36423,167.4765944595448,61.0,97.0,95.0,64.0,61.0,11.0,10.0,6.0,4.0,5.0,6.0,183.0,176.0,-7.0,-3.825136612021862,-19.218625593718254,502.42978337863434,-11.475409836065573
3200,3310,RJ,330513,São José de Ubá,7206,166.52789342214822,12.0,12.0,10.0,5.0,10.0,2.0,2.0,3.0,0.0,1.0,1.0,23.0,23.0,0.0,0.0,0.0,319.17846239245074,0.0
3201,3310,RJ,330520,São Pedro da Aldeia,106049,132.95740648190932,141.0,123.0,121.0,90.0,72.0,19.0,31.0,14.0,3.0,25.0,19.0,271.0,246.0,-25.0,-9.225092250922506,-23.574008241473283,255.54224933757035,-17.73049645390071
3202,3310,RJ,330550,Saquarema,90583,124.74746917191969,113.0,121.0,141.0,95.0,79.0,15.0,10.0,15.0,7.0,20.0,9.0,266.0,246.0,-20.0,-7.518796992481203,-22.079198083525604,293.65333451089055,-17.699115044247787
3203,3310,RJ,330615,Varre-Sai,11106,90.04141905276427,10.0,13.0,13.0,11.0,10.0,0.0,3.0,0.0,1.0,0.0,4.0,24.0,31.0,7.0,29.166666666666675,63.028993336934995,216.09940572663425,70.0
3204,3311,RJ,330045,Belford Roxo,513118,116.9321676495465,600.0,690.0,550.0,365.0,298.0,113.0,97.0,52.0,29.0,116.0,86.0,1336.0,1060.0,-276.0,-20.65868263473054,-53.788797118791386,260.36895996632353,-46.0
3205,3311,RJ,330050,Bom Jardim,27616,57.93742757821553,16.0,31.0,28.0,31.0,21.0,34.0,25.0,15.0,11.0,4.0,8.0,115.0,93.0,-22.0,-19.130434782608695,-79.66396292004634,416.42526071842406,-137.5
3206,3311,RJ,330080,Cachoeiras de Macacu,59303,121.41038396033927,72.0,81.0,95.0,60.0,71.0,17.0,3.0,10.0,8.0,10.0,5.0,178.0,182.0,4.0,2.2471910112359605,6.74502133112996,300.15344923528323,5.555555555555555
