,sigla_uf,vacina,vacina_apelido,semana,mes,qt_total,qt_D1,qt_D2,qt_Reforco,qt_Adicional,qt_Unica
1141,SE,85,Astrazeneca,2021-06-27,2021-07-01,23636,20355,3281,0,0,0
1142,PB,85,Astrazeneca,1972-09-17,1972-09-01,1,0,1,0,0,0
1143,AC,85,Astrazeneca,2021-06-13,2021-06-01,51472,50267,1205,0,0,0
1144,MG,85,Astrazeneca,2020-09-20,2020-09-01,1,0,1,0,0,0
1145,AP,85,Astrazeneca,2021-06-06,2021-06-01,21163,20475,688,0,0,0
1146,AP,85,Astrazeneca,2021-05-30,2021-06-01,5681,4918,763,0,0,0
1147,AP,85,Astrazeneca,2021-02-28,2021-03-01,1245,1210,35,0,0,0
1148,AP,85,Astrazeneca,2021-03-28,2021-03-01,506,505,1,0,0,0
1149,AP,85,Astrazeneca,2021-03-14,2021-03-01,451,442,9,0,0,0
1150,BA,85,Astrazeneca,2020-04-26,2020-04-01,1,1,0,0,0,0
1151,RS,85,Astrazeneca,2002-06-02,2002-06-01,1,1,0,0,0,0
1152,PR,85,Astrazeneca,2021-09-05,2021-09-01,284665,3030,281633,0,2,0
1153,MS,85,Astrazeneca,2021-10-10,2021-10-01,8004,321,7665,16,2,0
1154,MS,85,Astrazeneca,2021-10-03,2021-10-01,13470,443,12995,26,6,0
1155,MS,85,Astrazeneca,2021-05-09,2021-05-01,40138,34803,5335,0,0,0
1156,RO,85,Astrazeneca,2021-02-14,2021-02-01,761,758,3,0,0,0
1157,RS,85,Astrazeneca,2021-08-29,2021-08-01,104521,1551,102969,0,1,0
1158,RS,85,Astrazeneca,2021-04-18,2021-04-01,201008,178802,22204,2,0,0
1159,DF,85,Astrazeneca,2021-04-11,2021-04-01,22595,22349,246,0,0,0
1160,PE,85,Astrazeneca,2021-03-28,2021-04-01,1255,1220,35,0,0,0
1161,GO,85,Astrazeneca,2021-08-15,2021-08-01,107376,19174,88202,0,0,0
1162,SP,85,Astrazeneca,2021-05-02,2021-05-01,1140066,1012256,127790,5,15,0
1163,SP,85,Astrazeneca,2021-06-27,2021-07-01,608526,553756,54759,0,11,0
1164,SP,85,Astrazeneca,2021-08-22,2021-08-01,956968,105250,851635,21,62,0
1165,SP,85,Astrazeneca,2021-10-10,2021-10-01,367889,2256,364126,1264,243,0
1166,PI,85,Astrazeneca,2021-06-20,2021-06-01,50349,41480,8869,0,0,0
1167,PB,85,Astrazeneca,2021-10-03,2021-10-01,24811,137,24637,15,17,0
1168,PB,85,Astrazeneca,2021-11-07,2021-11-01,9010,50,8937,22,1,0
1169,AM,85,Astrazeneca,2021-08-29,2021-08-01,61069,3065,58004,0,0,0
1170,AM,85,Astrazeneca,2021-08-29,2021-09-01,64064,4433,59630,1,0,0
1171,AM,85,Astrazeneca,2021-10-24,2021-10-01,22021,2085,18497,1363,76,0
1172,AM,85,Astrazeneca,2021-04-04,2021-04-01,17143,16624,519,0,0,0
1173,MT,85,Astrazeneca,2021-10-10,2021-10-01,54383,301,54011,58,13,0
1174,MT,85,Astrazeneca,2021-10-31,2021-11-01,15388,197,15059,126,5,0
1175,RJ,85,Astrazeneca,2021-11-07,2021-11-01,26648,3222,21221,2099,106,0
1176,RR,85,Astrazeneca,2021-07-11,2021-07-01,10968,10234,734,0,0,0
1177,RR,85,Astrazeneca,2021-05-16,2021-05-01,3881,3781,100,0,0,0
1178,BA,85,Astrazeneca,2021-06-27,2021-06-01,77603,14251,63352,0,0,0
1179,BA,85,Astrazeneca,2021-06-27,2021-07-01,115576,101182,14394,0,0,0
1180,PA,85,Astrazeneca,2021-06-27,2021-07-01,73506,51694,21812,0,0,0
1181,PA,85,Astrazeneca,2021-03-28,2021-03-01,51143,50825,318,0,0,0
1182,RO,85,Astrazeneca,2021-02-28,2021-02-01,1,1,0,0,0,0
1183,SC,85,Astrazeneca,2021-05-23,2021-05-01,121877,110372,11505,0,0,0
1184,ES,85,Astrazeneca,2021-02-07,2021-02-01,5925,5903,22,0,0,0
1185,ES,85,Astrazeneca,2021-10-24,2021-10-01,11300,128,11019,71,82,0
1186,ES,85,Astrazeneca,2021-01-03,2021-01-01,3,0,3,0,0,0
1187,RN,85,Astrazeneca,2021-07-04,2021-07-01,71482,57159,14321,0,0,2
1188,RN,85,Astrazeneca,2021-06-20,2021-06-01,35757,29919,5838,0,0,0
1189,RN,85,Astrazeneca,2021-03-28,2021-04-01,3428,1448,1980,0,0,0
1190,RN,85,Astrazeneca,2021-02-28,2021-03-01,25503,25311,190,0,2,0
1191,CE,85,Astrazeneca,2021-09-26,2021-10-01,4254,14,4239,0,1,0
1192,SC,85,Astrazeneca,2021-01-17,2021-01-01,51,50,1,0,0,0
1193,TO,85,Astrazeneca,2021-08-01,2021-08-01,34846,19031,15815,0,0,0
1194,TO,85,Astrazeneca,2021-05-30,2021-05-01,2861,2818,43,0,0,0
1195,TO,85,Astrazeneca,2021-10-10,2021-10-01,15496,196,15265,31,4,0
1196,AC,85,Astrazeneca,2021-02-28,2021-03-01,6540,6533,7,0,0,0
1197,AC,85,Astrazeneca,2021-02-14,2021-02-01,747,746,1,0,0,0
1198,AC,85,Astrazeneca,2021-10-24,2021-10-01,2336,187,1998,146,5,0
1199,AP,85,Astrazeneca,2021-09-19,2021-09-01,8557,461,8050,46,0,0
1200,AP,85,Astrazeneca,2021-07-04,2021-07-01,12719,8811,3908,0,0,0
1201,AL,85,Astrazeneca,2021-09-12,2021-09-01,32586,2793,29792,0,1,0
1202,AL,85,Astrazeneca,2021-02-07,2021-02-01,4117,4104,13,0,0,0
1203,MS,85,Astrazeneca,2021-08-29,2021-09-01,30282,293,29989,0,0,0
1204,MS,85,Astrazeneca,2021-06-27,2021-06-01,19591,649,18942,0,0,0
1205,MS,85,Astrazeneca,2021-09-12,2021-09-01,9636,260,9373,2,1,0
1206,MS,85,Astrazeneca,2021-02-07,2021-02-01,2086,2070,16,0,0,0
1207,RO,85,Astrazeneca,2021-03-28,2021-03-01,152,151,1,0,0,0
1208,RS,85,Astrazeneca,2021-10-31,2021-11-01,30429,485,29753,186,5,0
1209,RS,85,Astrazeneca,2021-02-28,2021-02-01,3141,3136,5,0,0,0
1210,DF,85,Astrazeneca,2021-01-24,2021-01-01,3923,3914,9,0,0,0
1211,DF,85,Astrazeneca,2021-01-17,2021-01-01,35,34,1,0,0,0
1212,PE,85,Astrazeneca,2021-01-31,2021-01-01,1188,1187,1,0,0,0
1213,GO,85,Astrazeneca,2021-07-11,2021-07-01,114902,41968,72934,0,0,0
1214,GO,85,Astrazeneca,2021-04-11,2021-04-01,60228,46415,13813,0,0,0
1215,SP,85,Astrazeneca,2021-06-06,2021-06-01,911158,876101,35049,0,8,0
1216,SP,85,Astrazeneca,2021-06-20,2021-06-01,995609,984171,11426,1,11,0
1217,SP,85,Astrazeneca,2021-08-01,2021-08-01,1159591,219810,939727,0,54,0
1218,SP,85,Astrazeneca,2021-10-24,2021-10-01,171798,2533,168227,914,124,0
1219,SP,85,Astrazeneca,2021-04-25,2021-05-01,22448,19376,3072,0,0,0
1220,SP,85,Astrazeneca,2021-09-05,2021-09-01,1176611,15992,1152412,8159,48,0
1221,SP,85,Astrazeneca,2021-01-17,2021-01-01,1922,1914,7,1,0,0
1222,MG,85,Astrazeneca,2021-04-18,2021-04-01,328971,324922,4046,1,2,0
1223,MG,85,Astrazeneca,2021-09-26,2021-09-01,234709,2191,232442,49,27,0
1224,MG,85,Astrazeneca,2021-10-31,2021-10-01,365,1,364,0,0,0
1225,PI,85,Astrazeneca,2021-02-28,2021-03-01,14122,14084,38,0,0,0
1226,PI,85,Astrazeneca,2021-10-10,2021-10-01,50302,278,49988,20,16,0
1227,PI,85,Astrazeneca,2021-08-29,2021-09-01,47978,1522,46456,0,0,0
1228,PI,85,Astrazeneca,2021-09-19,2021-09-01,18428,475,17949,0,4,0
1229,PB,85,Astrazeneca,2021-04-04,2021-04-01,12681,12176,505,0,0,0
1230,PB,85,Astrazeneca,2021-06-27,2021-07-01,35484,33063,2421,0,0,0
1231,PB,85,Astrazeneca,2021-09-26,2021-09-01,20695,234,20400,19,6,0
1232,AM,85,Astrazeneca,2021-05-23,2021-05-01,60676,41617,19059,0,0,0
1233,AM,85,Astrazeneca,2021-11-14,2021-11-01,3786,460,2694,566,66,0
1234,MT,85,Astrazeneca,2021-04-18,2021-04-01,40559,36496,4063,0,0,0
1235,RJ,85,Astrazeneca,2021-08-15,2021-08-01,252181,17868,234306,2,5,0
1236,RJ,85,Astrazeneca,2021-05-30,2021-06-01,211230,182596,28634,0,0,0
1237,RJ,85,Astrazeneca,2021-06-06,2021-06-01,443717,422478,21238,1,0,0
1238,RR,85,Astrazeneca,2021-07-04,2021-07-01,7932,7399,533,0,0,0
1239,RR,85,Astrazeneca,2021-06-13,2021-06-01,12429,12182,247,0,0,0
1240,BA,85,Astrazeneca,2021-04-25,2021-05-01,18461,15076,3385,0,0,0
1241,ES,85,Astrazeneca,2021-05-23,2021-05-01,64453,56149,8304,0,0,0
1242,RN,85,Astrazeneca,2021-06-27,2021-06-01,21042,14440,6601,0,1,0
1243,RN,85,Astrazeneca,2021-08-22,2021-08-01,61958,4093,57863,1,1,0
1244,RN,85,Astrazeneca,2021-09-26,2021-09-01,25918,376,25482,20,40,0
1245,RN,85,Astrazeneca,2021-10-31,2021-10-01,470,4,464,1,1,0
1246,CE,85,Astrazeneca,2021-09-19,2021-09-01,103884,202,103679,0,3,0
1247,MG,85,Astrazeneca,2020-06-07,2020-06-01,3,3,0,0,0,0
1248,TO,85,Astrazeneca,2021-10-17,2021-10-01,15765,142,15484,136,3,0
1249,AL,85,Astrazeneca,2021-01-17,2021-01-01,25,23,2,0,0,0
1250,SE,85,Astrazeneca,2021-04-04,2021-04-01,16361,16353,8,0,0,0
1251,SE,85,Astrazeneca,2021-08-01,2021-08-01,23840,2002,21838,0,0,0
1252,SE,85,Astrazeneca,2021-02-07,2021-02-01,4601,4591,10,0,0,0
1253,SE,85,Astrazeneca,2021-10-24,2021-10-01,9136,47,9077,12,0,0
1254,AC,85,Astrazeneca,2021-08-08,2021-08-01,15862,1061,14801,0,0,0
1255,PB,85,Astrazeneca,2020-08-02,2020-08-01,1,1,0,0,0,0
1256,MG,85,Astrazeneca,1937-01-24,1937-01-01,1,0,1,0,0,0
1257,MG,85,Astrazeneca,2012-07-15,2012-07-01,2,0,2,0,0,0
1258,MG,85,Astrazeneca,1978-12-31,1979-01-01,1,1,0,0,0,0
1259,AP,85,Astrazeneca,2021-10-31,2021-11-01,997,77,913,7,0,0
1260,AL,85,Astrazeneca,2021-09-19,2021-09-01,29122,1891,27130,87,14,0
1261,AL,85,Astrazeneca,2021-06-20,2021-06-01,55370,38451,16919,0,0,0
1262,AL,85,Astrazeneca,2021-10-10,2021-10-01,27611,473,26814,313,11,0
1263,PR,85,Astrazeneca,2021-05-30,2021-06-01,204981,182103,22878,0,0,0
1264,PR,85,Astrazeneca,2021-05-30,2021-05-01,49889,43667,6222,0,0,0
1265,PR,85,Astrazeneca,2021-08-22,2021-08-01,214212,6691,207519,0,2,0
1266,PR,85,Astrazeneca,2021-01-31,2021-02-01,31851,31834,17,0,0,0
1267,MS,85,Astrazeneca,2021-02-28,2021-02-01,761,761,0,0,0,0
1268,DF,85,Astrazeneca,2021-07-04,2021-07-01,31371,16398,14973,0,0,0
1269,DF,85,Astrazeneca,2021-09-26,2021-09-01,19595,60,19509,16,10,0
1270,PE,85,Astrazeneca,2021-10-17,2021-10-01,92863,463,92303,72,25,0
1271,PE,85,Astrazeneca,2021-04-25,2021-04-01,102473,76647,25826,0,0,0
1272,PE,85,Astrazeneca,2021-05-23,2021-05-01,114477,91105,23372,0,0,0
1273,PE,85,Astrazeneca,2021-09-26,2021-10-01,20397,246,20142,4,5,0
1274,PE,85,Astrazeneca,2021-05-02,2021-05-01,125966,106786,19177,3,0,0
1275,PE,85,Astrazeneca,2021-04-18,2021-04-01,85814,79812,6002,0,0,0
1276,PI,85,Astrazeneca,2021-09-12,2021-09-01,40177,1325,38852,0,0,0
1277,PB,85,Astrazeneca,2021-07-25,2021-07-01,64275,26001,38274,0,0,0
1278,PB,85,Astrazeneca,2021-09-19,2021-09-01,37824,1026,36766,8,13,0
1279,PB,85,Astrazeneca,2021-05-30,2021-05-01,9947,8622,1325,0,0,0
1280,PB,85,Astrazeneca,2021-10-31,2021-11-01,10811,53,10654,45,5,0
1281,PB,85,Astrazeneca,2021-02-07,2021-02-01,6003,5991,12,0,0,0
1282,AM,85,Astrazeneca,2021-10-17,2021-10-01,36883,3255,31565,1973,90,0
1283,MT,85,Astrazeneca,2021-09-05,2021-09-01,63554,1143,62381,28,2,0
1284,MT,85,Astrazeneca,2021-09-12,2021-09-01,42600,882,41703,13,2,0
1285,MT,85,Astrazeneca,2021-09-19,2021-09-01,33159,771,32341,43,4,0
1286,RJ,85,Astrazeneca,2021-07-18,2021-07-01,543520,298580,244936,4,0,0
1287,RJ,85,Astrazeneca,2021-02-28,2021-02-01,72,47,25,0,0,0
1288,RR,85,Astrazeneca,2021-10-24,2021-10-01,4240,40,4192,7,1,0
1289,RR,85,Astrazeneca,2021-09-05,2021-09-01,5823,511,5312,0,0,0
1290,MA,85,Astrazeneca,2021-05-30,2021-06-01,189334,185611,3723,0,0,0
1291,MA,85,Astrazeneca,2021-06-27,2021-06-01,46822,36209,10613,0,0,0
1292,BA,85,Astrazeneca,2021-06-06,2021-06-01,375979,361844,14135,0,0,0
1293,BA,85,Astrazeneca,2021-04-04,2021-04-01,22799,22600,199,0,0,0
1294,SC,85,Astrazeneca,2021-10-10,2021-10-01,63498,340,63064,86,8,0
1295,SC,85,Astrazeneca,2021-06-20,2021-06-01,66934,51072,15862,0,0,0
1296,SC,85,Astrazeneca,2021-03-21,2021-03-01,3686,3676,10,0,0,0
1297,ES,85,Astrazeneca,2021-05-16,2021-05-01,58131,54386,3744,1,0,0
1298,ES,85,Astrazeneca,2021-10-17,2021-10-01,25937,221,25649,33,34,0
1299,RN,85,Astrazeneca,2021-05-16,2021-05-01,70464,67383,3080,0,1,0
1300,RN,85,Astrazeneca,2021-09-26,2021-10-01,7441,57,7367,3,14,0
1301,CE,85,Astrazeneca,2021-04-11,2021-04-01,55529,48078,7450,1,0,0
1302,CE,85,Astrazeneca,2021-03-14,2021-03-01,1498,1487,11,0,0,0
1303,CE,85,Astrazeneca,2021-05-30,2021-05-01,19354,17742,1612,0,0,0
1304,CE,85,Astrazeneca,2021-02-07,2021-02-01,21579,21553,26,0,0,0
1305,CE,85,Astrazeneca,2021-10-24,2021-10-01,20779,71,20691,17,0,0
1306,SE,85,Astrazeneca,2021-08-29,2021-09-01,31808,178,31629,1,0,0
1307,SE,85,Astrazeneca,2021-10-31,2021-11-01,5122,15,5100,5,2,0
1308,MG,85,Astrazeneca,2011-07-24,2011-07-01,1,0,1,0,0,0
1309,PB,85,Astrazeneca,1955-05-29,1955-05-01,1,0,1,0,0,0
1310,AC,85,Astrazeneca,2021-07-11,2021-07-01,14216,7597,6619,0,0,0
1311,AC,85,Astrazeneca,2021-02-07,2021-02-01,1454,1453,1,0,0,0
1312,PB,85,Astrazeneca,1955-07-24,1955-07-01,1,0,1,0,0,0
1313,AL,85,Astrazeneca,2021-10-03,2021-10-01,19356,690,18403,241,22,0
1314,AL,85,Astrazeneca,2021-10-31,2021-11-01,14657,250,14158,210,39,0
1315,AL,85,Astrazeneca,2021-04-04,2021-04-01,13856,13759,97,0,0,0
1316,AL,85,Astrazeneca,2021-01-31,2021-02-01,9688,9678,10,0,0,0
1317,PR,85,Astrazeneca,2021-04-25,2021-05-01,22650,21797,853,0,0,0
1318,PR,85,Astrazeneca,2021-09-19,2021-09-01,151204,640,150499,56,9,0
1319,MS,85,Astrazeneca,2021-09-26,2021-10-01,3578,158,3412,7,1,0
1320,MS,85,Astrazeneca,2021-04-18,2021-04-01,41337,36435,4902,0,0,0
1321,RS,85,Astrazeneca,2021-07-18,2021-07-01,552947,305852,247094,1,0,0
1322,RS,85,Astrazeneca,2021-04-25,2021-05-01,19398,17258,2140,0,0,0
1323,RS,85,Astrazeneca,2021-11-07,2021-11-01,27179,637,26381,153,8,0
1324,DF,85,Astrazeneca,2021-09-12,2021-09-01,34851,137,34711,2,1,0
1325,PE,85,Astrazeneca,2021-08-22,2021-08-01,130304,9114,121188,0,2,0
1326,PE,85,Astrazeneca,2021-07-18,2021-07-01,306549,198736,107813,0,0,0
1327,PE,85,Astrazeneca,2021-07-04,2021-07-01,175731,134973,40758,0,0,0
1328,GO,85,Astrazeneca,2021-08-08,2021-08-01,134350,57023,77327,0,0,0
1329,GO,85,Astrazeneca,2021-07-25,2021-07-01,188321,89069,99252,0,0,0
1330,GO,85,Astrazeneca,2021-03-21,2021-03-01,4565,4521,44,0,0,0
1331,GO,85,Astrazeneca,2021-03-28,2021-04-01,415,402,13,0,0,0
1332,GO,85,Astrazeneca,2021-10-31,2021-10-01,381,0,381,0,0,0
1333,PB,85,Astrazeneca,2021-09-05,2021-09-01,67219,610,66603,3,0,0
1334,AM,85,Astrazeneca,2021-01-31,2021-01-01,7304,7302,2,0,0,0
1335,RJ,85,Astrazeneca,2021-05-09,2021-05-01,223828,210273,13555,0,0,0
1336,RR,85,Astrazeneca,2021-06-27,2021-07-01,4076,3901,175,0,0,0
1337,RR,85,Astrazeneca,2021-04-04,2021-04-01,587,577,10,0,0,0
1338,RR,85,Astrazeneca,2021-06-27,2021-06-01,6948,6704,244,0,0,0
1339,RR,85,Astrazeneca,2021-01-24,2021-01-01,10,10,0,0,0,0
1340,MA,85,Astrazeneca,2021-06-13,2021-06-01,316390,305329,11061,0,0,0
1341,MA,85,Astrazeneca,2021-10-10,2021-10-01,24168,536,23244,369,19,0
1342,MA,85,Astrazeneca,2021-09-05,2021-09-01,188371,1970,186395,2,4,0
1343,MA,85,Astrazeneca,2021-01-03,2021-01-01,12,12,0,0,0,0
1344,PA,85,Astrazeneca,2021-09-26,2021-09-01,46204,2667,43427,12,98,0
1345,PA,85,Astrazeneca,2021-04-25,2021-04-01,47060,38110,8950,0,0,0
1346,ES,85,Astrazeneca,2021-07-18,2021-07-01,77748,23776,53968,3,1,0
1347,RN,85,Astrazeneca,2021-10-31,2021-11-01,14343,144,14140,23,36,0
1348,RN,85,Astrazeneca,2021-02-28,2021-02-01,39,37,2,0,0,0
1349,CE,85,Astrazeneca,2021-08-29,2021-09-01,23682,594,23088,0,0,0
1350,CE,85,Astrazeneca,2021-04-18,2021-04-01,104422,91921,12501,0,0,0
1351,CE,85,Astrazeneca,2021-01-31,2021-02-01,37685,37621,64,0,0,0
1352,CE,85,Astrazeneca,2020-03-22,2020-03-01,128,128,0,0,0,0
1353,CE,85,Astrazeneca,2021-11-14,2021-11-01,3386,13,3372,1,0,0
1354,TO,85,Astrazeneca,2021-06-06,2021-06-01,32618,31273,1345,0,0,0
1355,TO,85,Astrazeneca,2021-08-08,2021-08-01,24312,7128,17184,0,0,0
1356,TO,85,Astrazeneca,2021-08-22,2021-08-01,20096,1218,18878,0,0,0
1357,SE,85,Astrazeneca,2021-01-24,2021-01-01,140,140,0,0,0,0
1358,PB,85,Astrazeneca,1968-08-25,1968-08-01,1,0,1,0,0,0
1359,PB,85,Astrazeneca,1977-07-17,1977-07-01,1,1,0,0,0,0
1360,AC,85,Astrazeneca,2021-02-21,2021-02-01,5256,5254,2,0,0,0
1361,SC,85,Astrazeneca,1921-04-17,1921-04-01,1,1,0,0,0,0
1362,AP,85,Astrazeneca,2021-07-18,2021-07-01,25964,22889,3075,0,0,0
1363,AP,85,Astrazeneca,2021-11-07,2021-11-01,1043,75,943,25,0,0
1364,AP,85,Astrazeneca,2021-02-21,2021-02-01,534,531,3,0,0,0
1365,AP,85,Astrazeneca,2021-10-31,2021-10-01,2,2,0,0,0,0
1366,AL,85,Astrazeneca,2021-05-09,2021-05-01,46693,44186,2507,0,0,0
1367,AL,85,Astrazeneca,2021-02-21,2021-02-01,899,888,11,0,0,0
1368,PR,85,Astrazeneca,2021-07-25,2021-07-01,293087,76972,216115,0,0,0
1369,PR,85,Astrazeneca,2021-08-29,2021-08-01,123891,2457,121434,0,0,0
1370,MS,85,Astrazeneca,2021-05-23,2021-05-01,71788,66678,5110,0,0,0
1371,MS,85,Astrazeneca,2021-05-16,2021-05-01,47335,43100,4235,0,0,0
1372,RO,85,Astrazeneca,2021-08-01,2021-08-01,32513,9259,23254,0,0,0
1373,RO,85,Astrazeneca,2021-10-31,2021-11-01,8789,71,8606,110,2,0
1374,RO,85,Astrazeneca,2021-05-16,2021-05-01,14646,13586,1060,0,0,0
1375,RO,85,Astrazeneca,2021-02-28,2021-03-01,2073,2060,13,0,0,0
1376,RS,85,Astrazeneca,2021-07-25,2021-07-01,246292,89732,156558,1,1,0
1377,RS,85,Astrazeneca,2021-09-26,2021-10-01,42907,405,42477,17,8,0
1378,RS,85,Astrazeneca,2021-03-21,2021-03-01,14991,14939,52,0,0,0
1379,RS,85,Astrazeneca,2021-02-07,2021-02-01,13505,13489,16,0,0,0
1380,DF,85,Astrazeneca,2021-09-19,2021-09-01,14745,71,14672,1,1,0
1381,PE,85,Astrazeneca,2021-09-12,2021-09-01,120884,1712,119164,2,6,0
1382,PE,85,Astrazeneca,2021-03-21,2021-03-01,10996,10958,38,0,0,0
1383,PE,85,Astrazeneca,2021-01-24,2021-01-01,27515,27472,43,0,0,0
1384,SP,85,Astrazeneca,2021-02-28,2021-03-01,369355,368421,926,1,7,0
1385,PB,85,Astrazeneca,2021-04-25,2021-04-01,43934,34057,9876,1,0,0
1386,AM,85,Astrazeneca,2021-04-18,2021-04-01,31369,13182,18187,0,0,0
1387,AM,85,Astrazeneca,2021-08-01,2021-08-01,36416,9457,26958,1,0,0
1388,MT,85,Astrazeneca,2021-05-09,2021-05-01,41888,40350,1538,0,0,0
1389,MT,85,Astrazeneca,2021-05-16,2021-05-01,23732,21079,2653,0,0,0
1390,MT,85,Astrazeneca,2021-08-22,2021-08-01,50343,7425,42918,0,0,0
1391,RJ,85,Astrazeneca,2021-06-27,2021-07-01,194489,134274,60215,0,0,0
1392,RJ,85,Astrazeneca,2021-03-14,2021-03-01,12251,12120,131,0,0,0
1393,RR,85,Astrazeneca,2021-10-31,2021-11-01,2908,41,2855,11,1,0
1394,RR,85,Astrazeneca,2021-03-28,2021-04-01,71,71,0,0,0,0
1395,MA,85,Astrazeneca,2021-01-24,2021-01-01,12684,12671,13,0,0,0
1396,MA,85,Astrazeneca,2021-05-30,2021-05-01,30570,29658,912,0,0,0
1397,MA,85,Astrazeneca,2021-09-19,2021-09-01,57588,1419,56130,14,25,0
1398,BA,85,Astrazeneca,2021-10-17,2021-10-01,136451,1067,135040,271,73,0
1399,PA,85,Astrazeneca,2021-10-24,2021-10-01,36104,1220,34529,304,51,0
1400,SC,85,Astrazeneca,2021-07-25,2021-07-01,180248,70013,110235,0,0,0
1401,SC,85,Astrazeneca,2021-03-28,2021-04-01,1594,1568,26,0,0,0
1402,ES,85,Astrazeneca,2021-08-01,2021-08-01,71433,15832,55600,1,0,0
1403,ES,85,Astrazeneca,2021-07-25,2021-07-01,66841,10779,56060,1,1,0
1404,PR,85,Astrazeneca,2021-11-07,2021-11-01,39813,905,38805,100,3,0
1405,RN,85,Astrazeneca,2021-06-06,2021-06-01,112438,104120,8316,0,2,0
1406,RN,85,Astrazeneca,2021-05-30,2021-05-01,14612,12598,2014,0,0,0
1407,CE,85,Astrazeneca,2021-05-30,2021-06-01,82698,74421,8276,1,0,0
1408,TO,85,Astrazeneca,2021-05-09,2021-05-01,14747,12430,2317,0,0,0
1409,SE,85,Astrazeneca,2021-09-19,2021-09-01,16817,135,16681,1,0,0
1410,AC,85,Astrazeneca,2021-11-07,2021-11-01,1316,173,1126,17,0,0
1411,PB,85,Astrazeneca,1938-05-15,1938-05-01,1,1,0,0,0,0
1412,CE,85,Astrazeneca,2018-02-11,2018-02-01,1,1,0,0,0,0
1413,AP,85,Astrazeneca,2021-06-20,2021-06-01,13728,10339,3389,0,0,0
1414,AP,85,Astrazeneca,2021-04-25,2021-05-01,685,674,11,0,0,0
1415,MG,85,Astrazeneca,2007-05-20,2007-05-01,1,1,0,0,0,0
1416,AL,85,Astrazeneca,2021-07-11,2021-07-01,40645,20325,20320,0,0,0
1417,PR,85,Astrazeneca,2021-02-28,2021-03-01,79010,78904,106,0,0,0
1418,DF,85,Astrazeneca,2021-07-18,2021-07-01,146590,102399,44191,0,0,0
1419,PE,85,Astrazeneca,2021-09-05,2021-09-01,127386,1951,125425,0,10,0
1420,PE,85,Astrazeneca,2021-02-28,2021-02-01,2373,2372,1,0,0,0
1421,GO,85,Astrazeneca,2021-05-09,2021-05-01,81543,78011,3532,0,0,0
1422,SP,85,Astrazeneca,2021-05-30,2021-06-01,663607,550507,113086,2,12,0
1423,SP,85,Astrazeneca,2021-04-18,2021-04-01,817948,719107,98830,3,8,0
1424,MG,85,Astrazeneca,2021-02-28,2021-03-01,121312,120991,321,0,0,0
1425,MG,85,Astrazeneca,2021-03-14,2021-03-01,22218,22132,86,0,0,0
1426,MG,85,Astrazeneca,2021-09-26,2021-10-01,68591,528,68021,34,8,0
1427,PI,85,Astrazeneca,2021-06-13,2021-06-01,86316,80025,6291,0,0,0
1428,PI,85,Astrazeneca,2021-05-09,2021-05-01,39614,39184,430,0,0,0
1429,PI,85,Astrazeneca,2021-01-17,2021-01-01,81,81,0,0,0,0
1430,PB,85,Astrazeneca,2021-01-24,2021-01-01,19063,19041,22,0,0,0
1431,AM,85,Astrazeneca,2021-06-27,2021-06-01,62226,56857,5369,0,0,0
1432,AM,85,Astrazeneca,2021-09-12,2021-09-01,112637,6079,106551,7,0,0
1433,MT,85,Astrazeneca,2021-06-06,2021-06-01,88840,84672,4168,0,0,0
1434,MT,85,Astrazeneca,2021-05-02,2021-05-01,52051,47674,4377,0,0,0
1435,MT,85,Astrazeneca,2021-03-07,2021-03-01,8644,8497,147,0,0,0
1436,MT,85,Astrazeneca,2021-03-28,2021-03-01,764,739,25,0,0,0
1437,RJ,85,Astrazeneca,2021-09-05,2021-09-01,201680,2911,198486,251,32,0
1438,RR,85,Astrazeneca,2021-06-20,2021-06-01,17077,16696,381,0,0,0
1439,BA,85,Astrazeneca,2021-08-29,2021-08-01,95449,1910,93534,2,3,0
1440,BA,85,Astrazeneca,2021-08-29,2021-09-01,162858,2621,160221,13,3,0
1441,PA,85,Astrazeneca,2021-05-09,2021-05-01,67906,48251,19655,0,0,0
1442,PA,85,Astrazeneca,2021-10-10,2021-10-01,41720,1430,40151,94,45,0
1443,ES,85,Astrazeneca,2021-07-04,2021-07-01,93064,56715,36344,1,4,0
1444,ES,85,Astrazeneca,2021-08-29,2021-08-01,24092,1027,23060,5,0,0
1445,ES,85,Astrazeneca,2021-09-19,2021-09-01,53313,573,52604,106,30,0
1446,ES,85,Astrazeneca,2021-04-25,2021-04-01,35050,25814,9236,0,0,0
1447,RN,85,Astrazeneca,2021-08-29,2021-09-01,59231,1376,57852,1,2,0
1448,CE,85,Astrazeneca,2021-09-26,2021-09-01,29804,128,29675,1,0,0
1449,CE,85,Astrazeneca,2021-01-17,2021-01-01,97,97,0,0,0,0
1450,RO,85,Astrazeneca,2021-01-03,2021-01-01,1,1,0,0,0,0
1451,MG,85,Astrazeneca,2020-12-27,2021-01-01,2,2,0,0,0,0
1452,TO,85,Astrazeneca,2021-03-07,2021-03-01,1441,1434,7,0,0,0
1453,TO,85,Astrazeneca,2021-09-19,2021-09-01,24304,265,24026,13,0,0
1454,SE,85,Astrazeneca,2021-07-18,2021-07-01,68824,47949,20875,0,0,0
1455,SE,85,Astrazeneca,2021-10-03,2021-10-01,23725,114,23578,30,3,0
