,sigla_uf,vacina,vacina_apelido,semana,mes,qt_total,qt_D1,qt_D2,qt_Reforco,qt_Adicional,qt_Unica
1456,SE,85,Astrazeneca,2021-02-21,2021-02-01,1182,1178,4,0,0,0
1457,AC,85,Astrazeneca,2021-05-09,2021-05-01,12542,11494,1048,0,0,0
1458,MT,85,Astrazeneca,2012-10-14,2012-10-01,1,0,1,0,0,0
1459,MG,85,Astrazeneca,2012-08-26,2012-08-01,1,0,1,0,0,0
1460,MG,85,Astrazeneca,2019-06-23,2019-06-01,1,0,1,0,0,0
1461,AP,85,Astrazeneca,2021-05-23,2021-05-01,3290,2855,435,0,0,0
1462,PR,85,Astrazeneca,2002-09-15,2002-09-01,1,0,1,0,0,0
1463,AL,85,Astrazeneca,2021-09-26,2021-09-01,19214,1186,17798,217,13,0
1464,AL,85,Astrazeneca,2021-09-26,2021-10-01,5386,210,4969,203,4,0
1465,PR,85,Astrazeneca,2021-07-04,2021-07-01,218069,165681,52387,0,1,0
1466,PR,85,Astrazeneca,2021-04-25,2021-04-01,178653,149952,28701,0,0,0
1467,PR,85,Astrazeneca,2021-10-24,2021-10-01,91283,1035,89720,434,94,0
1468,MS,85,Astrazeneca,2021-08-29,2021-08-01,10622,83,10539,0,0,0
1469,MS,85,Astrazeneca,2021-06-13,2021-06-01,21837,17346,4491,0,0,0
1470,MS,85,Astrazeneca,2021-03-14,2021-03-01,1462,1447,15,0,0,0
1471,RO,85,Astrazeneca,2021-10-24,2021-10-01,16936,92,16638,198,8,0
1472,RO,85,Astrazeneca,2020-12-27,2021-01-01,1,1,0,0,0,0
1473,RO,85,Astrazeneca,2021-01-31,2021-01-01,88,88,0,0,0,0
1474,DF,85,Astrazeneca,2021-10-17,2021-10-01,32417,34,32318,52,13,0
1475,DF,85,Astrazeneca,2021-06-13,2021-06-01,100438,99952,486,0,0,0
1476,DF,85,Astrazeneca,2021-10-31,2021-10-01,327,0,327,0,0,0
1477,DF,85,Astrazeneca,2021-03-07,2021-03-01,267,257,10,0,0,0
1478,PE,85,Astrazeneca,2021-09-19,2021-09-01,124024,1465,122514,22,23,0
1479,PE,85,Astrazeneca,2021-04-25,2021-05-01,8544,7447,1097,0,0,0
1480,GO,85,Astrazeneca,2021-02-21,2021-02-01,11078,11047,31,0,0,0
1481,GO,85,Astrazeneca,2021-10-31,2021-11-01,27353,153,27150,39,11,0
1482,SP,85,Astrazeneca,2021-05-16,2021-05-01,984276,906185,78071,1,19,0
1483,SP,85,Astrazeneca,2021-10-31,2021-11-01,146605,1030,144421,1029,125,0
1484,SP,85,Astrazeneca,2021-10-31,2021-10-01,510,12,496,2,0,0
1485,MG,85,Astrazeneca,2021-02-07,2021-02-01,48282,48153,129,0,0,0
1486,PI,85,Astrazeneca,2021-04-04,2021-04-01,6446,6053,393,0,0,0
1487,PI,85,Astrazeneca,2021-03-28,2021-03-01,9327,9311,16,0,0,0
1488,PB,85,Astrazeneca,2021-08-15,2021-08-01,26402,1172,25230,0,0,0
1489,PB,85,Astrazeneca,2021-04-25,2021-05-01,6489,6423,66,0,0,0
1490,AM,85,Astrazeneca,2021-05-30,2021-06-01,71746,47962,23784,0,0,0
1491,AM,85,Astrazeneca,2021-02-21,2021-02-01,6196,6142,54,0,0,0
1492,RJ,85,Astrazeneca,2021-06-13,2021-06-01,346405,327867,18538,0,0,0
1493,RR,85,Astrazeneca,2021-08-01,2021-08-01,6841,5291,1550,0,0,0
1494,RR,85,Astrazeneca,2021-08-29,2021-09-01,2202,410,1792,0,0,0
1495,RR,85,Astrazeneca,2021-04-25,2021-05-01,33,29,4,0,0,0
1496,MA,85,Astrazeneca,2021-07-18,2021-07-01,115393,38648,76745,0,0,0
1497,MA,85,Astrazeneca,2021-03-28,2021-04-01,9916,9870,46,0,0,0
1498,BA,85,Astrazeneca,2021-08-08,2021-08-01,215796,63745,152051,0,0,0
1499,PA,85,Astrazeneca,2021-06-27,2021-06-01,107525,67476,40049,0,0,0
1500,PA,85,Astrazeneca,2021-08-01,2021-08-01,157735,99537,58198,0,0,0
1501,PA,85,Astrazeneca,2021-10-17,2021-10-01,66864,1762,64647,401,54,0
1502,SC,85,Astrazeneca,2021-08-15,2021-08-01,146162,13487,132675,0,0,0
1503,SC,85,Astrazeneca,2021-06-13,2021-06-01,157260,151621,5639,0,0,0
1504,SC,85,Astrazeneca,2021-01-24,2021-01-01,11732,11720,12,0,0,0
1505,ES,85,Astrazeneca,2021-02-14,2021-02-01,559,551,8,0,0,0
1506,RN,85,Astrazeneca,2021-07-25,2021-07-01,63262,29857,33403,0,1,1
1507,CE,85,Astrazeneca,2021-05-23,2021-05-01,80606,72336,8270,0,0,0
1508,CE,85,Astrazeneca,2021-03-21,2021-03-01,740,724,16,0,0,0
1509,MG,85,Astrazeneca,2020-10-11,2020-10-01,1,0,1,0,0,0
1510,ES,85,Astrazeneca,2021-10-31,2021-10-01,1,0,1,0,0,0
1511,TO,85,Astrazeneca,2021-06-20,2021-06-01,34763,33230,1533,0,0,0
1512,TO,85,Astrazeneca,2021-08-15,2021-08-01,18616,3387,15229,0,0,0
1513,DF,85,Astrazeneca,2021-02-28,2021-02-01,6,4,2,0,0,0
1514,PI,85,Astrazeneca,2021-01-31,2021-01-01,7,7,0,0,0,0
1515,SE,85,Astrazeneca,2021-02-28,2021-03-01,16931,16923,8,0,0,0
1516,MG,85,Astrazeneca,2020-05-31,2020-06-01,2,0,2,0,0,0
1517,MG,85,Astrazeneca,2012-06-03,2012-06-01,1,1,0,0,0,0
1518,AC,85,Astrazeneca,2021-04-04,2021-04-01,3451,3421,30,0,0,0
1519,AC,85,Astrazeneca,2021-03-14,2021-03-01,554,549,5,0,0,0
1520,AC,85,Astrazeneca,2021-01-31,2021-01-01,1,1,0,0,0,0
1521,MG,85,Astrazeneca,2002-09-01,2002-09-01,1,0,1,0,0,0
1522,RS,85,Astrazeneca,2011-04-03,2011-04-01,1,1,0,0,0,0
1523,AP,85,Astrazeneca,2021-09-26,2021-09-01,5057,319,4652,85,1,0
1524,PB,85,Astrazeneca,1952-06-15,1952-06-01,1,0,1,0,0,0
1525,PR,86,Coronavac,2021-03-28,2021-04-01,64808,53433,11375,0,0,0
1526,PR,86,Coronavac,2021-09-05,2021-09-01,65270,15106,50162,1,1,0
1527,MS,86,Coronavac,2021-07-04,2021-07-01,10082,4534,5548,0,0,0
1528,MS,86,Coronavac,2021-01-31,2021-02-01,18138,13747,4391,0,0,0
1529,MS,86,Coronavac,2021-03-28,2021-03-01,33645,28558,5087,0,0,0
1530,MS,86,Coronavac,2021-04-25,2021-05-01,54,13,41,0,0,0
1531,RO,86,Coronavac,2021-04-18,2021-04-01,23597,4205,19392,0,0,0
1532,RO,86,Coronavac,2021-06-20,2021-06-01,7096,5256,1840,0,0,0
1533,RS,86,Coronavac,2021-08-22,2021-08-01,136742,92824,43915,0,0,0
1534,DF,86,Coronavac,2021-05-30,2021-06-01,1812,1447,365,0,0,0
1535,DF,86,Coronavac,2021-05-02,2021-05-01,8440,215,8225,0,0,0
1536,PE,86,Coronavac,2021-08-01,2021-08-01,93145,81706,11439,0,0,0
1537,PE,86,Coronavac,2021-01-24,2021-01-01,50320,50110,210,0,0,0
1538,PE,86,Coronavac,2021-03-28,2021-04-01,46903,31150,15753,0,0,0
1539,GO,86,Coronavac,2021-05-16,2021-05-01,18785,6450,12335,0,0,0
1540,GO,86,Coronavac,2021-01-31,2021-01-01,840,838,2,0,0,0
1541,SP,86,Coronavac,2021-08-22,2021-08-01,994734,218206,776445,25,58,0
1542,MG,86,Coronavac,2021-07-18,2021-07-01,112683,47629,65054,0,0,0
1543,MG,86,Coronavac,2021-05-30,2021-06-01,12565,3645,8920,0,0,0
1544,MG,86,Coronavac,2021-05-30,2021-05-01,6510,2830,3680,0,0,0
1545,PI,86,Coronavac,2021-08-01,2021-08-01,26051,19615,6436,0,0,0
1546,PI,86,Coronavac,2021-02-28,2021-03-01,14587,10388,4199,0,0,0
1547,MT,86,Coronavac,1998-08-23,1998-08-01,1,1,0,0,0,0
1548,RJ,86,Coronavac,2021-09-26,2021-09-01,76080,15951,59632,434,63,0
1549,RR,86,Coronavac,2021-03-07,2021-03-01,4756,1755,3001,0,0,0
1550,RR,86,Coronavac,2021-04-25,2021-05-01,303,29,274,0,0,0
1551,MA,86,Coronavac,2021-05-02,2021-05-01,39900,3238,36662,0,0,0
1552,MA,86,Coronavac,2021-08-01,2021-08-01,45931,30207,15724,0,0,0
1553,BA,86,Coronavac,2021-10-31,2021-11-01,22400,7117,15250,24,9,0
1554,BA,86,Coronavac,2021-08-29,2021-09-01,137264,93822,43436,5,1,0
1555,SC,86,Coronavac,2021-01-24,2021-01-01,20122,20090,32,0,0,0
1556,ES,86,Coronavac,2021-03-07,2021-03-01,33754,18201,15553,0,0,0
1557,ES,86,Coronavac,2021-03-28,2021-03-01,64977,56907,8069,1,0,0
1558,RN,86,Coronavac,2021-03-28,2021-03-01,81872,73131,8740,0,1,0
1559,RN,86,Coronavac,2021-09-05,2021-09-01,34521,14220,20275,20,6,0
1560,RN,86,Coronavac,2021-08-22,2021-08-01,52736,31656,21074,1,5,0
1561,RN,86,Coronavac,2021-02-14,2021-02-01,23870,5947,17921,1,1,0
1562,CE,86,Coronavac,2021-05-23,2021-05-01,9527,671,8856,0,0,0
1563,PR,86,Coronavac,2021-01-31,2021-01-01,22,22,0,0,0,0
1564,TO,86,Coronavac,2021-03-07,2021-03-01,9294,3403,5891,0,0,0
1565,TO,86,Coronavac,2021-05-02,2021-05-01,12231,645,11586,0,0,0
1566,SE,86,Coronavac,2021-05-23,2021-05-01,1937,532,1405,0,0,0
1567,SE,86,Coronavac,2021-09-26,2021-10-01,2143,851,1292,0,0,0
1568,SE,86,Coronavac,2021-11-07,2021-11-01,4636,2009,2626,1,0,0
1569,SE,86,Coronavac,2021-05-30,2021-05-01,229,146,83,0,0,0
1570,AP,86,Coronavac,2021-01-24,2021-01-01,5058,5049,9,0,0,0
1571,AP,86,Coronavac,2021-04-25,2021-04-01,2053,170,1883,0,0,0
1572,AP,86,Coronavac,2021-06-27,2021-07-01,389,287,102,0,0,0
1573,PR,86,Coronavac,2021-01-24,2021-01-01,51560,51514,46,0,0,0
1574,PR,86,Coronavac,2021-03-07,2021-03-01,118192,71391,46801,0,0,0
1575,PR,86,Coronavac,2021-05-30,2021-05-01,1986,882,1104,0,0,0
1576,MS,86,Coronavac,2021-08-08,2021-08-01,34385,29848,4537,0,0,0
1577,RO,86,Coronavac,2021-04-25,2021-04-01,22644,1340,21304,0,0,0
1578,RO,86,Coronavac,2021-02-07,2021-02-01,7536,7398,138,0,0,0
1579,RS,86,Coronavac,2021-05-09,2021-05-01,115996,679,115316,1,0,0
1580,RS,86,Coronavac,2021-09-19,2021-09-01,74041,12173,61775,78,15,0
1581,RS,86,Coronavac,2021-08-08,2021-08-01,63433,44999,18433,1,0,0
1582,RS,86,Coronavac,2021-03-07,2021-03-01,193528,74025,119502,1,0,0
1583,RS,86,Coronavac,2021-01-31,2021-01-01,90,90,0,0,0,0
1584,PE,86,Coronavac,2021-06-20,2021-06-01,20254,8181,12073,0,0,0
1585,GO,86,Coronavac,2021-01-17,2021-01-01,42045,41952,93,0,0,0
1586,SP,86,Coronavac,2021-08-29,2021-08-01,387220,31303,355287,590,40,0
1587,SP,86,Coronavac,2021-09-05,2021-09-01,991554,86375,842487,62007,685,0
1588,MG,86,Coronavac,2021-06-27,2021-07-01,64272,59707,4565,0,0,0
1589,MG,86,Coronavac,2021-05-09,2021-05-01,101991,3437,98477,1,76,0
1590,PI,86,Coronavac,2021-09-19,2021-09-01,46775,9557,37203,0,15,0
1591,PI,86,Coronavac,2021-07-25,2021-07-01,24489,12866,11623,0,0,0
1592,PB,86,Coronavac,2021-08-29,2021-08-01,25792,10315,15477,0,0,0
1593,PB,86,Coronavac,2021-11-14,2021-11-01,1553,428,1123,2,0,0
1594,MT,86,Coronavac,2021-07-25,2021-07-01,26931,15458,11473,0,0,0
1595,MT,86,Coronavac,2021-02-28,2021-03-01,15400,5684,9716,0,0,0
1596,RJ,86,Coronavac,2021-07-18,2021-07-01,132299,68182,64115,1,1,0
1597,RJ,86,Coronavac,2021-06-06,2021-06-01,11844,3402,8442,0,0,0
1598,MA,86,Coronavac,2021-11-07,2021-11-01,8073,3223,4790,55,5,0
1599,BA,86,Coronavac,2021-09-26,2021-10-01,30263,7836,22419,4,4,0
1600,PA,86,Coronavac,2021-04-04,2021-04-01,60701,39105,21596,0,0,0
1601,RO,86,Coronavac,2020-12-27,2020-12-01,1,1,0,0,0,0
1602,SC,86,Coronavac,2021-09-19,2021-09-01,83767,28273,55473,17,4,0
1603,SC,86,Coronavac,2021-09-26,2021-10-01,21436,9976,11436,20,4,0
1604,SC,86,Coronavac,2021-10-10,2021-10-01,34701,10932,23710,54,5,0
1605,SC,86,Coronavac,2021-07-04,2021-07-01,24065,13792,10273,0,0,0
1606,SC,86,Coronavac,2021-08-15,2021-08-01,72293,57195,15097,1,0,0
1607,SC,86,Coronavac,2021-11-07,2021-11-01,27102,11636,15419,42,5,0
1608,ES,86,Coronavac,2021-11-14,2021-11-01,4181,1573,2599,5,4,0
1609,CE,86,Coronavac,2021-05-02,2021-05-01,40401,1094,39307,0,0,0
1610,CE,86,Coronavac,2021-01-31,2021-01-01,2404,2404,0,0,0,0
1611,MG,86,Coronavac,2021-11-14,2021-11-01,7411,2292,5109,9,1,0
1612,TO,86,Coronavac,2021-06-20,2021-06-01,4548,3715,833,0,0,0
1613,SE,86,Coronavac,2021-08-01,2021-08-01,21516,18700,2816,0,0,0
1614,SE,86,Coronavac,2021-08-29,2021-09-01,14438,7509,6929,0,0,0
1615,AC,86,Coronavac,2021-02-14,2021-02-01,6689,2192,4497,0,0,0
1616,AC,86,Coronavac,2021-04-04,2021-04-01,10441,7075,3366,0,0,0
1617,MG,86,Coronavac,2003-08-31,2003-09-01,1,1,0,0,0,0
1618,AP,86,Coronavac,2021-07-11,2021-07-01,510,309,201,0,0,0
1619,MG,86,Coronavac,2012-01-29,2012-02-01,1,0,1,0,0,0
1620,MG,86,Coronavac,1967-08-20,1967-08-01,1,1,0,0,0,0
1621,AL,86,Coronavac,2021-05-09,2021-05-01,16175,165,16010,0,0,0
1622,AL,86,Coronavac,2021-09-19,2021-09-01,35359,11561,23797,0,1,0
1623,AL,86,Coronavac,2021-06-13,2021-06-01,1961,791,1170,0,0,0
1624,PR,86,Coronavac,2021-04-11,2021-04-01,175814,27761,148053,0,0,0
1625,MS,86,Coronavac,2021-04-11,2021-04-01,35994,6945,29049,0,0,0
1626,MS,86,Coronavac,2021-06-20,2021-06-01,28523,26231,2292,0,0,0
1627,MS,86,Coronavac,2021-08-01,2021-08-01,47729,43615,4114,0,0,0
1628,RO,86,Coronavac,2021-08-08,2021-08-01,13991,9575,4416,0,0,0
1629,RO,86,Coronavac,2021-02-14,2021-02-01,12560,5836,6723,1,0,0
1630,RO,86,Coronavac,2021-02-28,2021-03-01,7409,2075,5334,0,0,0
1631,RO,86,Coronavac,2021-03-28,2021-04-01,12039,11343,696,0,0,0
1632,RS,86,Coronavac,2021-01-31,2021-02-01,30354,29504,850,0,0,0
1633,DF,86,Coronavac,2021-07-25,2021-07-01,50460,30261,20199,0,0,0
1634,DF,86,Coronavac,2021-08-29,2021-08-01,17149,9440,7709,0,0,0
1635,DF,86,Coronavac,2021-08-15,2021-08-01,33405,25245,8160,0,0,0
1636,DF,86,Coronavac,2021-10-03,2021-10-01,10450,4352,6066,22,10,0
1637,DF,86,Coronavac,2021-04-04,2021-04-01,26199,8233,17966,0,0,0
1638,PE,86,Coronavac,2021-10-24,2021-10-01,38214,7682,30467,49,16,0
1639,PE,86,Coronavac,2021-02-28,2021-03-01,62601,31383,31217,0,1,0
1640,GO,86,Coronavac,2021-10-31,2021-10-01,132,43,89,0,0,0
1641,SP,86,Coronavac,2021-08-15,2021-08-01,1778323,439891,1338368,14,50,0
1642,SP,86,Coronavac,2021-05-02,2021-05-01,363162,33783,329369,4,6,0
1643,MG,86,Coronavac,2021-08-08,2021-08-01,196955,161769,35186,0,0,0
1644,PI,86,Coronavac,2021-08-29,2021-08-01,27752,21623,6129,0,0,0
1645,PI,86,Coronavac,2021-03-28,2021-04-01,10654,9360,1294,0,0,0
1646,PI,86,Coronavac,2021-06-27,2021-06-01,10708,8780,1928,0,0,0
1647,PI,86,Coronavac,2021-05-16,2021-05-01,17821,1291,16530,0,0,0
1648,PI,86,Coronavac,2021-02-28,2021-02-01,28,5,23,0,0,0
1649,PB,86,Coronavac,2021-07-18,2021-07-01,28207,12552,15655,0,0,0
1650,PB,86,Coronavac,2021-02-14,2021-02-01,30949,8397,22552,0,0,0
1651,AM,86,Coronavac,2021-06-20,2021-06-01,10133,4531,5602,0,0,0
1652,AM,86,Coronavac,2021-10-03,2021-10-01,13513,2210,11295,7,1,0
1653,MT,86,Coronavac,2021-04-04,2021-04-01,66196,49595,16601,0,0,0
1654,MT,86,Coronavac,2021-10-31,2021-11-01,9951,6515,3412,23,1,0
1655,RJ,86,Coronavac,2021-05-23,2021-05-01,46591,3606,42982,2,1,0
1656,RJ,86,Coronavac,2021-10-17,2021-10-01,29668,7149,20757,1711,51,0
1657,RJ,86,Coronavac,2021-06-27,2021-07-01,85596,83273,2323,0,0,0
1658,RR,86,Coronavac,2021-02-21,2021-02-01,6649,2018,4631,0,0,0
1659,RR,86,Coronavac,2021-08-08,2021-08-01,4263,879,3383,0,1,0
1660,RR,86,Coronavac,2021-08-29,2021-08-01,504,87,417,0,0,0
1661,RR,86,Coronavac,2021-05-23,2021-05-01,600,215,385,0,0,0
1662,MA,86,Coronavac,2021-03-14,2021-03-01,47252,35282,11970,0,0,0
1663,MA,86,Coronavac,2021-11-14,2021-11-01,1678,557,1097,23,1,0
1664,BA,86,Coronavac,2021-08-15,2021-08-01,184724,150136,34588,0,0,0
1665,PA,86,Coronavac,2021-04-11,2021-04-01,84673,22288,62385,0,0,0
1666,RO,86,Coronavac,2015-12-27,2016-01-01,6,0,6,0,0,0
1667,SC,86,Coronavac,2021-03-21,2021-03-01,211057,185372,25685,0,0,0
1668,SC,86,Coronavac,2021-02-28,2021-03-01,50100,33243,16857,0,0,0
1669,ES,86,Coronavac,2021-08-15,2021-08-01,60255,53090,7165,0,0,0
1670,RN,86,Coronavac,2021-09-26,2021-09-01,24008,9451,14519,6,31,1
1671,RN,86,Coronavac,2021-07-25,2021-07-01,41014,25197,15815,0,1,1
1672,CE,86,Coronavac,2021-02-28,2021-02-01,739,314,425,0,0,0
1673,BA,86,Coronavac,2021-01-03,2021-01-01,4,4,0,0,0,0
1674,SC,86,Coronavac,2002-08-18,2002-08-01,1,1,0,0,0,0
1675,TO,86,Coronavac,2021-03-14,2021-03-01,15874,6579,9295,0,0,0
1676,TO,86,Coronavac,2021-09-12,2021-09-01,13502,4288,9214,0,0,0
1677,TO,86,Coronavac,2021-05-16,2021-05-01,1435,191,1244,0,0,0
1678,TO,86,Coronavac,2021-11-07,2021-11-01,1691,525,1140,25,1,0
1679,DF,86,Coronavac,2021-02-28,2021-02-01,12,8,4,0,0,0
1680,SP,86,Coronavac,2020-09-20,2020-09-01,1,1,0,0,0,0
1681,SE,86,Coronavac,2021-06-13,2021-06-01,3378,2881,497,0,0,0
1682,AC,86,Coronavac,2021-08-22,2021-08-01,3546,1907,1639,0,0,0
1683,SC,86,Coronavac,2021-01-03,2021-01-01,1,1,0,0,0,0
1684,AP,86,Coronavac,2021-02-14,2021-02-01,8118,2767,5351,0,0,0
1685,AP,86,Coronavac,2021-10-03,2021-10-01,2181,1132,1031,18,0,0
1686,AL,86,Coronavac,2021-08-15,2021-08-01,25948,19405,6542,0,1,0
1687,AL,86,Coronavac,2021-01-31,2021-02-01,9029,8991,38,0,0,0
1688,PR,86,Coronavac,2021-06-20,2021-06-01,61014,55373,5640,1,0,0
1689,PR,86,Coronavac,2021-05-16,2021-05-01,26212,2728,23484,0,0,0
1690,MS,86,Coronavac,2021-11-07,2021-11-01,4713,1224,3478,11,0,0
1691,RO,86,Coronavac,2021-06-27,2021-06-01,10742,8152,2590,0,0,0
1692,RO,86,Coronavac,2021-06-27,2021-07-01,2839,2266,573,0,0,0
1693,DF,86,Coronavac,2021-03-28,2021-03-01,33357,28714,4643,0,0,0
1694,DF,86,Coronavac,2021-02-28,2021-03-01,23839,9847,13992,0,0,0
1695,SP,86,Coronavac,2021-03-28,2021-04-01,221631,159843,61779,3,6,0
1696,SP,86,Coronavac,2021-07-11,2021-07-01,736201,488192,247999,2,8,0
1697,MG,86,Coronavac,2021-08-29,2021-08-01,129731,79000,50731,0,0,0
1698,MG,86,Coronavac,2021-02-14,2021-02-01,141232,67515,73717,0,0,0
1699,MG,86,Coronavac,2021-10-24,2021-10-01,47784,12442,35278,53,11,0
1700,MG,86,Coronavac,2021-09-26,2021-10-01,39435,7042,32326,65,2,0
1701,MG,86,Coronavac,2021-10-31,2021-10-01,3111,10,3101,0,0,0
1702,PI,86,Coronavac,2021-09-05,2021-09-01,55779,37796,17983,0,0,0
1703,PI,86,Coronavac,2021-10-31,2021-11-01,5528,1160,4362,4,2,0
1704,PB,86,Coronavac,2021-07-25,2021-07-01,43565,28400,15165,0,0,0
1705,AM,86,Coronavac,2021-08-01,2021-08-01,17286,4101,13185,0,0,0
1706,AM,86,Coronavac,2021-08-15,2021-08-01,33039,26216,6823,0,0,0
1707,MT,86,Coronavac,2021-06-27,2021-07-01,7191,6774,417,0,0,0
1708,MT,86,Coronavac,2021-09-19,2021-09-01,32104,8773,23318,3,10,0
1709,MT,86,Coronavac,2021-11-14,2021-11-01,2856,1808,1038,8,2,0
1710,RJ,86,Coronavac,2021-10-10,2021-10-01,30337,8409,21336,560,32,0
1711,RJ,86,Coronavac,2021-02-14,2021-02-01,150302,56417,93884,1,0,0
1712,RR,86,Coronavac,2021-01-31,2021-02-01,5822,5518,304,0,0,0
1713,MA,86,Coronavac,2021-05-23,2021-05-01,7985,994,6991,0,0,0
1714,PA,86,Coronavac,2021-01-17,2021-01-01,34325,34246,79,0,0,0
1715,PA,86,Coronavac,2021-09-26,2021-10-01,9890,6558,3324,7,1,0
1716,ES,86,Coronavac,2021-01-17,2021-01-01,19987,19948,37,0,2,0
1717,RN,86,Coronavac,2021-10-03,2021-10-01,21519,8874,12580,16,49,0
1718,CE,86,Coronavac,2021-11-14,2021-11-01,4786,2140,2642,3,1,0
1719,PE,86,Coronavac,2021-11-14,2021-11-01,2732,665,2063,4,0,0
1720,TO,86,Coronavac,2021-04-18,2021-04-01,26961,3109,23852,0,0,0
1721,TO,86,Coronavac,2021-06-06,2021-06-01,3426,830,2596,0,0,0
1722,TO,86,Coronavac,2021-09-26,2021-09-01,5000,1768,3205,23,4,0
1723,TO,86,Coronavac,2021-10-31,2021-11-01,1637,435,1172,28,2,0
1724,AC,86,Coronavac,2021-09-05,2021-09-01,1788,971,817,0,0,0
1725,AC,86,Coronavac,2021-07-11,2021-07-01,3438,2710,728,0,0,0
1726,AC,86,Coronavac,2021-05-16,2021-05-01,2644,621,2023,0,0,0
1727,AC,86,Coronavac,2021-06-06,2021-06-01,1324,590,734,0,0,0
1728,AC,86,Coronavac,2021-05-30,2021-05-01,260,128,132,0,0,0
1729,PB,86,Coronavac,1988-08-21,1988-08-01,1,1,0,0,0,0
1730,MG,86,Coronavac,2020-05-17,2020-05-01,2,0,2,0,0,0
1731,RJ,86,Coronavac,2020-12-27,2021-01-01,1,1,0,0,0,0
1732,AP,86,Coronavac,2021-03-07,2021-03-01,8154,5620,2534,0,0,0
1733,AP,86,Coronavac,2021-10-24,2021-10-01,769,173,595,1,0,0
1734,AP,86,Coronavac,2021-05-30,2021-06-01,297,84,213,0,0,0
1735,AL,86,Coronavac,2021-07-18,2021-07-01,14113,7805,6308,0,0,0
1736,PR,86,Coronavac,2021-08-29,2021-09-01,86024,45672,40352,0,0,0
1737,PR,86,Coronavac,2021-10-10,2021-10-01,37448,12261,25155,23,9,0
1738,PR,86,Coronavac,2021-08-15,2021-08-01,116387,73442,42945,0,0,0
1739,MS,86,Coronavac,2021-03-07,2021-03-01,36648,18160,18488,0,0,0
1740,MS,86,Coronavac,2021-09-26,2021-09-01,10730,3951,6762,13,4,0
1741,RO,86,Coronavac,2021-09-12,2021-09-01,10690,3403,7287,0,0,0
1742,RO,86,Coronavac,2021-03-07,2021-03-01,12175,5129,7046,0,0,0
1743,RS,86,Coronavac,2021-02-07,2021-02-01,148679,132719,15958,2,0,0
1744,RS,86,Coronavac,2021-03-28,2021-04-01,130054,124119,5935,0,0,0
1745,RS,86,Coronavac,2021-03-28,2021-03-01,216372,207817,8555,0,0,0
1746,PE,86,Coronavac,2021-09-26,2021-09-01,84866,30598,54214,39,15,0
1747,PE,86,Coronavac,2021-02-14,2021-02-01,64268,23362,40906,0,0,0
1748,PE,86,Coronavac,2021-11-07,2021-11-01,18976,3431,15506,28,11,0
1749,GO,86,Coronavac,2021-11-07,2021-11-01,18039,7347,10667,23,2,0
1750,SP,86,Coronavac,2021-09-12,2021-09-01,748323,106058,556262,85704,299,0
1751,MG,86,Coronavac,2021-03-14,2021-03-01,197330,163772,33557,1,0,0
1752,PI,86,Coronavac,2021-05-23,2021-05-01,4163,1113,3050,0,0,0
1753,PB,86,Coronavac,2021-03-28,2021-03-01,59698,44581,15117,0,0,0
1754,PB,86,Coronavac,2021-08-15,2021-08-01,61435,52058,9377,0,0,0
1755,PB,86,Coronavac,2021-05-16,2021-05-01,38476,320,38156,0,0,0
1756,AM,86,Coronavac,2021-01-24,2021-01-01,36938,36858,80,0,0,0
1757,AM,86,Coronavac,2021-02-21,2021-02-01,30896,7789,23105,2,0,0
1758,AM,86,Coronavac,2021-04-11,2021-04-01,61086,24041,37045,0,0,0
1759,AM,86,Coronavac,2021-05-23,2021-05-01,14722,6980,7742,0,0,0
1760,AM,86,Coronavac,2021-08-08,2021-08-01,10317,4231,6086,0,0,0
1761,AM,86,Coronavac,2021-05-30,2021-05-01,2231,1392,839,0,0,0
1762,MT,86,Coronavac,2021-05-09,2021-05-01,23274,462,22812,0,0,0
1763,MT,86,Coronavac,2021-05-16,2021-05-01,28101,665,27436,0,0,0
1764,RJ,86,Coronavac,2021-08-22,2021-08-01,308345,213429,94842,73,1,0
1765,RJ,86,Coronavac,2021-03-14,2021-03-01,179810,118730,61080,0,0,0
1766,RJ,86,Coronavac,2021-06-20,2021-06-01,58995,52734,6261,0,0,0
1767,RR,86,Coronavac,2021-05-30,2021-05-01,98,37,61,0,0,0
1768,MA,86,Coronavac,2021-04-04,2021-04-01,132036,92040,39996,0,0,0
1769,PA,86,Coronavac,2021-03-21,2021-03-01,131739,108180,23559,0,0,0
1770,PA,86,Coronavac,2021-05-09,2021-05-01,25076,4841,20235,0,0,0
1771,PA,86,Coronavac,2021-04-18,2021-04-01,120749,19734,101015,0,0,0
1772,SC,86,Coronavac,2021-04-11,2021-04-01,152225,12861,139364,0,0,0
1773,SC,86,Coronavac,2021-01-31,2021-02-01,6885,6343,542,0,0,0
1774,RN,86,Coronavac,2021-08-01,2021-08-01,38433,33139,5291,2,1,0
1775,RN,86,Coronavac,2021-04-11,2021-04-01,46881,11046,35829,1,5,0
1776,RN,86,Coronavac,2020-01-19,2020-01-01,1,1,0,0,0,0
1777,CE,86,Coronavac,2021-07-11,2021-07-01,9430,5079,4351,0,0,0
1778,CE,86,Coronavac,2012-10-07,2012-10-01,1,1,0,0,0,0
1779,TO,86,Coronavac,2021-07-11,2021-07-01,8271,6071,2200,0,0,0
1780,RJ,86,Coronavac,2021-10-31,2021-10-01,18,0,17,1,0,0
1781,SE,86,Coronavac,2021-04-11,2021-04-01,51419,14020,37399,0,0,0
