CO_MUNICIP,CO_MACSAUD
431407,4308
431415,4308
431475,4308
431513,4308
431515,4308
431520,4308
431545,4308
431570,4308
431580,4308
431675,4308
431680,4308
431846,4308
431971,4308
432026,4308
432045,4308
432067,4308
432070,4308
432130,4308
432145,4308
432162,4308
432252,4308
432253,4308
432260,4308
432270,4308
432285,4308
432377,4308
430003,4309
430063,4309
430107,4309
430130,4309
430160,4309
430435,4309
430450,4309
430466,4309
430512,4309
430543,4309
430605,4309
430660,4309
430710,4309
430965,4309
431100,4309
431150,4309
431245,4309
431417,4309
431420,4309
431440,4309
431450,4309
431460,4309
431560,4309
431700,4309
431730,4309
431850,4309
431880,4309
432232,4309
430057,4310
430080,4310
430210,4310
430225,4310
430230,4310
430235,4310
430367,4310
430440,4310
430480,4310
430510,4310
430593,4310
430595,4310
430740,4310
430786,4310
430790,4310
430810,4310
430820,4310
430860,4310
430910,4310
430925,4310
430940,4310
431043,4310
431112,4310
431164,4310
431237,4310
431238,4310
431261,4310
431280,4310
431290,4310
431308,4310
431320,4310
431330,4310
431335,4310
431400,4310
431442,4310
431446,4310
431454,4310
431517,4310
431725,4310
431844,4310
431862,4310
431900,4310
431975,4310
432235,4310
432250,4310
432254,4310
432280,4310
432330,4310
432360,4310
430005,4311
430047,4311
430050,4311
430055,4311
430064,4311
430066,4311
430090,4311
430140,4311
430155,4311
430170,4311
430180,4311
430185,4311
430192,4311
430195,4311
430200,4311
430205,4311
430215,4311
430237,4311
430260,4311
430320,4311
430340,4311
430355,4311
430380,4311
430410,4311
430462,4311
430470,4311
430485,4311
430490,4311
430495,4311
430511,4311
430515,4311
430530,4311
430537,4311
430550,4311
430580,4311
430585,4311
430590,4311
430597,4311
430607,4311
430613,4311
430630,4311
430632,4311
430642,4311
430692,4311
430695,4311
430697,4311
430700,4311
430705,4311
430720,4311
430730,4311
430745,4311
430750,4311
430755,4311
430805,4311
430825,4311
430830,4311
430850,4311
430870,4311
430885,4311
430890,4311
430912,4311
430980,4311
430990,4311
430995,4311
431046,4311
431050,4311
431057,4311
431070,4311
431085,4311
431090,4311
431125,4311
431127,4311
431130,4311
431142,4311
431160,4311
431170,4311
431180,4311
431190,4311
431200,4311
431213,4311
431220,4311
431230,4311
431235,4311
431242,4311
431262,4311
431265,4311
431267,4311
431270,4311
431275,4311
431295,4311
431344,4311
431346,4311
431349,4311
431360,4311
431370,4311
431380,4311
431410,4311
431413,4311
431445,4311
431449,4311
431470,4311
431477,4311
431478,4311
431531,4311
431540,4311
431555,4311
431590,4311
431610,4311
431620,4311
431642,4311
431660,4311
431673,4311
431755,4311
431775,4311
431795,4311
431805,4311
431842,4311
431845,4311
431860,4311
431936,4311
431970,4311
432010,4311
432020,4311
432040,4311
432050,4311
432060,4311
432080,4311
432090,4311
432100,4311
432132,4311
432140,4311
432146,4311
432147,4311
432163,4311
432185,4311
432190,4311
432195,4311
432215,4311
432218,4311
432255,4311
432290,4311
432310,4311
432320,4311
432335,4311
432340,4311
432350,4311
432370,4311
430020,4312
430030,4312
430045,4312
430150,4312
430220,4312
430222,4312
430223,4312
430250,4312
430258,4312
430330,4312
430370,4312
430400,4312
430430,4312
430500,4312
430520,4312
430540,4312
430560,4312
430570,4312
430587,4312
430600,4312
430610,4312
430635,4312
430673,4312
430693,4312
430783,4312
430845,4312
430865,4312
430900,4312
430950,4312
430960,4312
430970,4312
431000,4312
431020,4312
431040,4312
431041,4312
431087,4312
431115,4312
431217,4312
431301,4312
431333,4312
431342,4312
431390,4312
431430,4312
431455,4312
431500,4312
431505,4312
431507,4312
431510,4312
431535,4312
431595,4312
431630,4312
431643,4312
431645,4312
431647,4312
431670,4312
431720,4312
431750,4312
431770,4312
431780,4312
431790,4312
431800,4312
431849,4312
431890,4312
431910,4312
431915,4312
431920,4312
431930,4312
431937,4312
431973,4312
432023,4312
432030,4312
432032,4312
432057,4312
432180,4312
432210,4312
432220,4312
432230,4312
432234,4312
432375,4312
430060,4313
430085,4313
430087,4313
430105,4313
430110,4313
430163,4313
430165,4313
430175,4313
430190,4313
430265,4313
430270,4313
430310,4313
430350,4313
430360,4313
430390,4313
430460,4313
430463,4313
430467,4313
430468,4313
430471,4313
430517,4313
430535,4313
430544,4313
430545,4313
430640,4313
430650,4313
430655,4313
430676,4313
430760,4313
430770,4313
430880,4313
430905,4313
430920,4313
430930,4313
430955,4313
431010,4313
431033,4313
431065,4313
431080,4313
431162,4313
431173,4313
431177,4313
431179,4313
431198,4313
431225,4313
431240,4313
431244,4313
431247,4313
431250,4313
431306,4313
431337,4313
431340,4313
431350,4313
431365,4313
431403,4313
431405,4313
431480,4313
431490,4313
431514,4313
431575,4313
431600,4313
431650,4313
431695,4313
431760,4313
431820,4313
431840,4313
431848,4313
431861,4313
431870,4313
431935,4313
431950,4313
431990,4313
432000,4313
432035,4313
432055,4313
432085,4313
432110,4313
432120,4313
432135,4313
432143,4313
432150,4313
432160,4313
432166,4313
432170,4313
432183,4313
432200,4313
432225,4313
432300,4313
432380,4313
430010,4314
430040,4314
430187,4314
430290,4314
430465,4314
430637,4314
430670,4314
430800,4314
430840,4314
431053,4314
431055,4314
431060,4314
431075,4314
431110,4314
431113,4314
431120,4314
431171,4314
431175,4314
431210,4314
431303,4314
431310,4314
431402,4314
431447,4314
431530,4314
431532,4314
431550,4314
431640,4314
431690,4314
431697,4314
431710,4314
431740,4314
431810,4314
431830,4314
431843,4314
431912,4314
431940,4314
431960,4314
431980,4314
432065,4314
432149,4314
432237,4314
432240,4314
432345,4314
500020,5005
500100,5005
500190,5005
500230,5005
500290,5005
500440,5005
500630,5005
500755,5005
500780,5005
500830,5005
500060,5006
500080,5006
500085,5006
500090,5006
500124,5006
500200,5006
500240,5006
500315,5006
500345,5006
500350,5006
500370,5006
500375,5006
500380,5006
500400,5006
500430,5006
500450,5006
500460,5006
500470,5006
500480,5006
500510,5006
500515,5006
500525,5006
500568,5006
500570,5006
500620,5006
500625,5006
500635,5006
500660,5006
500720,5006
500770,5006
500795,5006
500797,5006
500840,5006
500320,5007
500520,5007
500025,5008
500070,5008
500110,5008
500150,5008
500210,5008
500215,5008
500220,5008
500260,5008
500270,5008
500280,5008
500295,5008
500310,5008
500325,5008
500330,5008
500348,5008
500390,5008
500410,5008
500490,5008
500500,5008
500540,5008
500560,5008
500580,5008
500600,5008
500627,5008
500640,5008
500690,5008
500710,5008
500730,5008
500740,5008
500750,5008
500769,5008
500790,5008
500793,5008
500800,5008
510030,5101
510040,5101
510060,5101
510120,5101
510267,5101
510360,5101
510420,5101
510460,5101
510480,5101
510520,5101
510630,5101
510637,5101
510700,5101
510704,5101
510729,5101
510740,5101
510760,5101
510779,5101
510810,5101
510125,5102
510250,5102
510268,5102
510330,5102
510336,5102
510343,5102
510380,5102
510395,5102
510450,5102
510500,5102
510523,5102
510550,5102
510562,5102
510618,5102
510675,5102
510682,5102
510710,5102
510715,5102
510720,5102
510757,5102
510775,5102
510835,5102
510025,5103
510080,5103
510279,5103
510305,5103
510320,5103
510370,5103
510410,5103
510452,5103
510454,5103
510455,5103
510510,5103
510525,5103
510558,5103
510560,5103
510615,5103
510619,5103
510621,5103
510622,5103
510624,5103
510626,5103
510627,5103
510629,5103
510642,5103
510680,5103
510724,5103
510776,5103
510790,5103
510792,5103
510794,5103
510800,5103
510805,5103
510830,5103
510850,5103
510880,5103
510895,5103
510020,5104
510035,5104
510100,5104
510180,5104
510185,5104
510260,5104
510269,5104
510270,5104
510310,5104
510335,5104
510385,5104
510390,5104
510530,5104
510617,5104
510625,5104
510628,5104
510631,5104
510665,5104
510670,5104
510677,5104
510706,5104
510718,5104
510719,5104
510735,5104
510774,5104
510777,5104
510785,5104
510788,5104
510820,5104
510860,5104
510010,5105
510050,5105
510130,5105
510140,5105
510160,5105
510170,5105
510190,5105
510263,5105
510285,5105
510300,5105
510325,5105
510337,5105
510340,5105
510345,5105
510350,5105
510490,5105
510515,5105
510517,5105
510590,5105
510600,5105
510610,5105
510620,5105
510623,5105
510645,5105
510650,5105
510685,5105
510726,5105
510730,5105
510770,5105
510780,5105
510787,5105
510795,5105
510840,5105
510885,5105
510890,5105
520013,5206
520145,5206
520150,5206
520410,5206
520430,5206
520440,5206
520505,5206
520547,5206
520725,5206
521080,5206
521130,5206
521190,5206
521225,5206
521300,5206
521310,5206
521375,5206
521630,5206
521645,5206
521805,5206
521810,5206
521850,5206
521880,5206
521930,5206
521940,5206
521971,5206
522040,5206
522050,5206
522155,5206
520017,5207
520025,5207
520060,5207
520080,5207
520396,5207
520400,5207
520490,5207
520530,5207
520549,5207
520620,5207
520670,5207
520790,5207
520800,5207
520830,5207
520940,5207
520990,5207
521250,5207
521270,5207
521350,5207
521490,5207
521523,5207
521760,5207
521830,5207
521975,5207
521980,5207
522000,5207
522068,5207
522070,5207
522108,5207
522185,5207
522220,5207
520005,5208
520015,5208
520085,5208
520090,5208
520130,5208
520160,5208
520170,5208
520215,5208
520235,5208
520250,5208
520260,5208
520280,5208
520310,5208
520340,5208
520360,5208
520380,5208
520393,5208
520420,5208
520460,5208
520520,5208
520570,5208
520680,5208
520710,5208
520753,5208
520760,5208
520780,5208
520870,5208
520880,5208
520890,5208
520920,5208
520929,5208
520960,5208
521000,5208
521020,5208
521030,5208
521040,5208
521056,5208
521100,5208
521120,5208
521140,5208
521160,5208
521200,5208
521205,5208
521220,5208
521295,5208
521340,5208
521370,5208
521390,5208
521400,5208
521440,5208
521450,5208
521483,5208
521500,5208
521520,5208
521540,5208
521565,5208
521570,5208
521590,5208
521640,5208
521680,5208
521720,5208
521900,5208
521910,5208
521925,5208
521950,5208
521973,5208
521990,5208
522005,5208
522010,5208
522100,5208
522140,5208
522150,5208
520010,5209
520030,5209
520055,5209
520082,5209
520110,5209
520320,5209
520357,5209
520465,5209
520470,5209
520485,5209
520495,5209
520500,5209
520540,5209
520551,5209
520552,5209
520580,5209
520640,5209
520750,5209
520810,5209
520815,5209
520840,5209
520860,5209
520945,5209
520980,5209
521015,5209
521060,5209
521090,5209
521180,5209
521280,5209
521305,5209
521308,5209
521377,5209
521385,5209
521405,5209
521410,5209
521460,5209
521470,5209
521486,5209
521487,5209
521525,5209
521560,5209
521690,5209
521730,5209
521800,5209
521860,5209
521870,5209
521890,5209
521935,5209
521945,5209
521960,5209
521970,5209
522015,5209
522020,5209
522028,5209
522119,5209
522145,5209
522157,5209
522160,5209
522170,5209
522230,5209
520020,5210
520050,5210
520120,5210
520140,5210
520180,5210
520330,5210
520350,5210
520355,5210
520390,5210
520425,5210
520450,5210
520455,5210
520480,5210
520510,5210
520545,5210
520590,5210
520630,5210
520650,5210
520660,5210
520690,5210
520735,5210
520740,5210
520850,5210
520910,5210
520915,5210
520970,5210
520993,5210
520995,5210
521010,5210
521150,5210
521170,5210
521210,5210
521230,5210
521260,5210
521290,5210
521380,5210
521480,5210
521530,5210
521550,5210
521580,5210
521600,5210
521710,5210
521740,5210
521770,5210
521839,5210
521878,5210
521920,5210
522026,5210
522045,5210
522060,5210
522130,5210
522180,5210
522190,5210
522200,5210
522205,5210
530000,5302
530010,5302
530020,5302
530030,5302
530040,5302
530050,5302
530060,5302
530070,5302
530080,5302
530090,5302
530100,5302
530110,5302
530120,5302
530130,5302
530135,5302
530140,5302
530150,5302
530160,5302
530170,5302
530180,5302
539901,5302
539913,5302
539917,5302
539922,5302
539923,5302
539925,5302
539928,5302
539930,5302
539931,5302
539933,5302
539934,5302
539935,5302
539936,5302
539937,5302
